"POLSCI 2","POLSCI",-89.69957081545064,108.03571428571428,8.851966200844988
"ITALIAN 2","ITALIAN",-86.56716417910448,-10.666666666666677,-1.1070110701106866
"UGBA 101B","UGBA",-84.35013262599469,-38.16293056314927,-12.875519100960403
"LEGALST 190","LEGALST",-82.5,10.599078341013806,1.0235870048954459
"AMERSTD 191","AMERSTD",-77.55102040816327,-59.50413223140496,-21.921025901472827
"ENGLISH 131","ENGLISH",-76.0,6.3829787234042605,2.944372012168612
"PHILOS 7","PHILOS",-75.20661157024793,7.934272300469471,-3.851087126544638
"UGBA 102B","UGBA",-73.60515021459227,11.324317034639535,0.5236972217050233
"UGBA 178","UGBA",-71.2871287128713,64.97277676950999,4.36069932323556
"HISTORY 101","HISTORY",-71.0,-15.119363395225468,-2.78848687742174
"UGBA 126","UGBA",-70.3125,197.21362229102166,12.6042772637646
"LATIN 1","LATIN",-66.66666666666667,37.49999999999999,11.680482290881686
"PHYSICS 7C","PHYSICS",-63.513513513513516,21.810699588477355,5.48649096635172
"HISTORY 103B","HISTORY",-62.5,90.47619047619048,10.139756170086239
"MATH 114","MATH",-62.5,21.21212121212122,12.218963831867061
"ENGLISH 118","ENGLISH",-61.53846153846154,-32.903225806451616,0.6255835667600399
"MUSIC 51","MUSIC",-61.53846153846154,19.999999999999996,9.128440366972454
"ELENG 140","ELENG",-60.60606060606061,38.461538461538474,13.618771165940998
"ENGLISH 130C","ENGLISH",-60.3448275862069,53.10559006211178,4.739560912613013
"ITALIAN 1","ITALIAN",-59.34065934065934,-32.61754905590522,-8.443479976326676
"RHETOR 160","RHETOR",-59.09090909090909,-15.384615384615389,-6.2361912907134345
"ENGLISH 125D","ENGLISH",-58.333333333333336,0.0,0.509090909090924
"SPANISH 102A","SPANISH",-57.89473684210526,40.34090909090908,8.608307453416149
"UGBA 120B","UGBA",-57.77777777777778,44.16475972540046,12.594375752270526
"RELIGST 190","RELIGST",-57.5,34.45378151260504,4.003089200669353
"ANTHRO 162","ANTHRO",-56.89655172413793,52.45714285714287,11.260700389105057
"FILM 151","FILM",-56.25,-3.2967032967032854,1.2244897959183696
"AFRICAM R1B","AFRICAM",-56.06060606060606,17.24137931034482,1.2967742932657516
"CHEM C130","CHEM",-55.172413793103445,-0.8547008547008522,6.0445854260287115
"PORTUG 101A","PORTUG",-55.0,11.111111111111105,-4.252017380509007
"ETHSTD 101B","ETHSTD",-54.54545454545455,62.96296296296296,26.07424960505529
"ENGIN 7","ENGIN",-53.760445682451255,60.29057406094968,5.152055287342746
"SPANISH 135W","SPANISH",-53.333333333333336,-17.582417582417584,-7.079646017699125
"GEOG 170","GEOG",-52.94117647058823,-5.555555555555549,4.758464079273339
"ESPM 140","ESPM",-52.38095238095238,170.0,38.795180722891544
"INDENG 130","INDENG",-52.0,-2.777777777777768,0.5836981446737596
"POLSCI 143A","POLSCI",-51.76470588235294,-39.321832242712674,-12.720094546451083
"ART 14","ART",-51.42857142857143,16.66666666666667,5.765781922525096
"CHEM 120A","CHEM",-51.31578947368421,71.17117117117118,0.2704008987237728
"PHILOS 161","PHILOS",-51.06382978723404,104.34782608695652,4.691817515366829
"LEGALST 140","LEGALST",-51.041666666666664,4.887866589994237,0.46325834281117545
"MUSIC 144","MUSIC",-50.72463768115942,-1.5138408304498323,-0.3783656319670465
"MUSIC 60","MUSIC",-50.0,36.8421052631579,9.8181818181818
"POLSCI 171","POLSCI",-50.0,-9.433962264150951,-3.025162567147294
"PORTUG 103","PORTUG",-50.0,-33.333333333333336,-3.741496598639461
"ELENG 120","ELENG",-50.0,-16.981132075471695,-0.5007363770250284
"HISTART 192F","HISTART",-50.0,38.46153846153847,5.154639175257727
"STAT 21","STAT",-49.37655860349127,-6.618898343036271,-3.5798193876801574
"SOCIOL 116","SOCIOL",-49.23076923076923,15.299334811529938,-0.6587615283267423
"ARCH 130","ARCH",-48.23529411764706,53.55477855477857,10.058922558922552
"NATAMST R1B","NATAMST",-48.148148148148145,-11.607142857142854,-4.578754578754595
"EPS 80","EPS",-48.036253776435046,4.239341085271302,0.4361969243604179
"ELENG 130","ELENG",-47.61904761904762,63.63636363636363,21.669848729622572
"MUSIC 50","MUSIC",-46.666666666666664,12.5,4.310770750988145
"ART 117","ART",-46.34146341463415,36.66666666666667,7.881788178817875
"ART 102","ART",-46.26865671641791,26.893939393939394,8.914152146196333
"GERMAN 4","GERMAN",-46.15384615384615,60.95238095238098,14.269644865820359
"ART 13","ART",-45.714285714285715,14.33756805807621,-1.4045608774559928
"ENVECON C115","ENVECON",-45.714285714285715,-48.83040935672514,-14.944004249479878
"FILM 25B","FILM",-45.283018867924525,33.55437665782493,7.373236458693745
"SCANDIN R5B","SCANDIN",-45.16129032258065,12.88515406162465,6.094702297233937
"MATH 16B","MATH",-44.51510333863275,-2.5427146344051836,-1.3603302246885698
"ENGLISH 45A","ENGLISH",-44.252873563218394,67.9315639394604,6.640664668248828
"UGBA 119","UGBA",-44.067796610169495,-6.5426997245179015,-1.8403274184957692
"ART 132","ART",-44.0,5.042016806722684,3.8852693468933848
"CHEM 3A","CHEM",-43.146067415730336,-35.745227017487565,-5.6548508856386945
"ENGLISH 166","ENGLISH",-42.857142857142854,136.76470588235293,14.296597257491104
"GERMAN 2","GERMAN",-42.857142857142854,-52.27272727272727,-14.846743295019152
"ELENG 105","ELENG",-42.64705882352941,25.538461538461537,2.5883379380543894
"COMLIT 100","COMLIT",-41.935483870967744,14.814814814814824,4.218957249260281
"STAT 2","STAT",-41.38702460850112,3.4004163775156044,5.553381507847996
