AEROSPC,2B,1,EVOLUT OF AIR POWER,"HENSON, A S       ",2,1,3,3,0,1,1,1,0,0,0,0,0
AFRICAM,4B,1,AFRICA:  HIST & CUL,"NWOKEJI, G        ",0,17,22,23,6,0,0,1,0,1,1,0,2
AFRICAM,5B,1,AFAM LIFE & CUL U S,"ALLEN, R          ",6,10,16,11,4,5,3,2,4,0,4,0,0
AFRICAM,100,1,INT AFRICAN AMERSTD,"RAIFORD, L        ",1,4,5,3,6,2,0,1,0,0,0,2,0
AFRICAM,111,1,RACE CLASS GEN U S ,"FRYE, H T         ",3,2,3,1,6,2,1,0,1,0,0,0,0
AFRICAM,117,1,AFRIC AM:INDUST AGE,"TAYLOR, U Y       ",0,3,2,7,9,2,3,2,0,0,1,0,1
AFRICAM,121,1,"BLK POL LIFE, U S  ","HENRY, C P        ",0,9,4,4,12,1,0,2,0,0,0,0,1
AFRICAM,122,1,"AFAM FAMILY, AM SOC","FRYE, H T         ",0,12,3,6,9,3,2,0,4,0,0,1,1
AFRICAM,126,1,AFRICN AM WOMEN HIS,"TAYLOR, U Y       ",0,3,8,3,4,3,2,0,1,0,0,0,0
AFRICAM,139,2,SEL TOP:AFRICAM SOC,"KNAUS, C          ",0,16,14,3,8,0,5,2,1,0,1,0,1
AFRICAM,144,1,CULTURAL STUDIES   ,"RAIFORD, L        ",1,6,8,1,2,0,2,0,0,0,0,0,0
AFRICAM,154,1,FRENCH AFRICAM LIT ,"CLARK, V          ",7,3,4,3,0,0,0,0,0,0,0,0,0
AFRICAM,156AC,1,POETRY 4 PEOPLE:INT,"DE LEON, A        ",2,29,13,3,3,3,0,0,0,0,1,0,2
AFRICAM,159,1,SPEC TOP AFAM LIT  ,"NANDA, A          ",0,1,4,2,2,2,0,0,0,0,0,0,1
AFRICAM,190AC,1,ADV SEM AFR DIA STD,"HENRY, C P        ",0,5,1,0,3,3,0,1,0,0,0,0,0
AFRICAM,R1A,1,FRESH COMPOSITION  ,"NANDA, A          ",2,9,5,4,3,2,0,0,0,0,0,0,0
AFRICAM,R1B,1,FRESHMN COMPOSITION,"NANDA, A          ",0,5,7,3,6,4,2,2,0,0,0,0,0
AFRICAM,R1B,2,FRESHMN COMPOSITION,"KNAUS, C          ",1,10,3,1,4,2,2,2,1,0,0,0,1
AMERSTD,10,1,INTRO AMERICAN STDY,"COHEN, M M        ",1,13,4,7,12,6,5,1,1,2,1,0,4
AMERSTD,10,2,INTRO AMERICAN STDY,"CANDIDA SMITH, R  ",4,3,12,12,2,2,0,0,0,0,0,0,0
AMERSTD,101,1,US CULTURES IN TIME,"SHANKEN, A        ",2,7,2,6,2,4,0,1,1,0,1,1,1
AMERSTD,101,2,US CULTURES IN TIME,"PALMER, C         ",0,2,4,3,7,3,2,0,0,0,0,1,2
AMERSTD,101AC,1,US CULTURES IN TIME,"HENKIN, D M       ",0,0,13,10,18,12,4,4,0,0,0,0,2
AMERSTD,102,1,US CULTURES/PLACE  ,"BIESTMAN, K W     ",0,3,2,2,16,15,6,7,2,0,0,0,0
AMERSTD,110,1,SPECIAL TOPICS     ,"BRILLIANT, M      ",0,2,7,1,3,0,1,0,0,0,1,0,0
AMERSTD,191,1,SENIOR SEMINAR     ,"PALMER, C         ",0,0,6,4,1,1,2,0,0,0,0,0,3
AMERSTD,191,2,SENIOR SEMINAR     ,"PALMER, C         ",0,6,1,4,5,1,0,1,0,0,0,0,0
AMERSTD,191,4,SENIOR SEMINAR     ,"FOLETTA, M        ",0,4,2,1,1,4,1,0,0,0,0,0,0
AMERSTD,C112B,1,"AM LANDSCAPE,1900--","GROTH, P E        ",1,6,4,3,3,6,1,0,0,0,0,0,1
AMERSTD,C172,1,BUS HISTORICAL ENV ,"ROSEN, C A        ",0,2,12,9,12,1,5,3,0,0,0,0,1
AMERSTD,H195,1,HONORS THESIS      ,"BIESTMAN, K W     ",0,10,3,0,2,0,0,0,0,0,0,0,1
ANTHRO,1,1,INTRO TO BIO ANTHRO,"HOLLIMON, S E     ",22,162,56,24,40,7,4,6,2,6,0,0,12
ANTHRO,2AC,1,INTRO ARCHAEOLOGY  ,"CONKEY, M W       ",35,48,29,23,27,16,9,10,5,0,3,0,1
ANTHRO,3,1,INTRO SOC/CULT ANTH,"BRANDES, S H      ",3,27,85,61,36,17,7,7,4,1,2,1,4
ANTHRO,115,1,INTRO MED ANTHRO   ,"GORDON, D         ",14,32,16,7,11,1,0,0,0,0,0,0,0
ANTHRO,122F,1,CALIF ARCHAEOLOGY  ,"HOLLIMON, S E     ",5,7,2,4,1,0,1,2,2,1,0,0,1
ANTHRO,128M,1,TOPICS:ARCH/METHOD ,"CLEGHORN, N E     ",2,7,1,0,1,2,1,0,0,0,0,0,1
ANTHRO,131,1,ARCHAEOLGCL SCIENCE,"SHACKLEY, M S     ",3,9,2,2,1,0,0,0,0,0,0,0,0
ANTHRO,136H,1,ARCH AFTER SCHOOL  ,"UNDERWOOD, C F    ",3,7,4,1,1,1,1,0,0,0,0,0,0
ANTHRO,139,1,CONTROL PROC       ,"NADER, L          ",0,20,55,50,45,22,12,8,1,1,0,0,6
ANTHRO,156B,1,CULT & POWER       ,"RABINOW, P M      ",3,3,15,4,3,2,2,0,1,0,0,0,2
ANTHRO,162,1,TOPICS IN FOLKLORE ,"NAITHANI, S       ",0,23,3,7,6,1,0,0,0,0,0,0,2
ANTHRO,166,1,LANGUAGE IN SOCIETY,"YURCHAK, A        ",1,16,10,21,25,8,1,0,0,0,1,0,0
ANTHRO,170,1,CHINA              ,"LIU, X            ",1,11,14,13,10,3,1,0,0,0,0,0,0
ANTHRO,183,1,ANTHRO OF AFRICA   ,"FERME, M C        ",3,6,6,5,2,2,0,0,0,1,0,0,0
ANTHRO,188,1,TOPICS AREA STUDIES,"DAWUTI, R         ",2,12,5,1,0,0,0,0,0,0,0,0,0
ANTHRO,189,2,SPEC TOP:SOC/CULT  ,"HAYDEN, C P       ",1,8,3,6,4,2,0,0,0,0,1,0,0
ARABIC,15A,1,SPOKEN ARABIC      ,"BAZIAN, H A       ",7,5,6,2,0,0,0,0,0,0,0,0,0
ARABIC,20B,1,INTERMEDIATE ARABIC,"BAZIAN, H A       ",2,3,4,4,1,0,0,0,0,0,0,0,0
ARABIC,20B,2,INTERMEDIATE ARABIC,"S'HIRI, S         ",4,8,6,4,2,1,0,0,0,0,0,0,0
ARABIC,107,1,HIST & GEOGR TEXTS ,"HAYES, J L        ",0,7,3,1,1,0,0,0,0,0,0,0,0
ARCH,100A,1,FUND OF ARCH DESIGN,"DI NAPOLI, W W    ",0,14,13,15,13,5,5,3,1,0,0,0,0
ARCH,100B,1,FUND OF ARCH DESIGN,"IWAMOTO, L M      ",0,9,13,12,16,6,6,4,2,1,1,0,0
ARCH,101,1,CASE STDS IN ARCH  ,"KUO, J M          ",1,2,3,1,2,1,1,0,0,0,0,0,0
ARCH,111,1,HOUSING: INTERNAT  ,"ALSAYYAD, N       ",0,7,6,4,2,0,2,1,0,0,0,0,0
ARCH,130,1,"INTRO,DES THEORIES ","CRYSLER, C G      ",13,12,20,17,4,7,2,3,3,0,0,0,1
ARCH,140,1,ENERGY & ENV MGMT  ,"BENTON, C C       ",2,17,27,20,34,13,7,9,3,0,2,0,1
ARCH,160,1,INTRO CONSTRUCTION ,"COMERIO, M C      ",0,15,5,8,9,6,2,6,1,0,1,0,0
ARCH,170B,1,"HIST, ARCH&URBANISM","LITTMANN, B W     ",1,14,59,74,37,26,12,5,3,0,0,0,2
ART,8,1,INTRO VIS THINKING ,"MCNAMARA, J S     ",16,57,15,5,3,0,0,0,0,0,0,0,0
ART,12,1,LANG OF DRAW       ,"INNIS, C          ",4,13,7,0,1,0,0,0,0,0,0,0,0
ART,12,2,LANG OF DRAW       ,"BERSAMINA, L R    ",0,10,5,0,0,2,0,0,0,0,0,0,0
ART,12,3,LANG OF DRAW       ,"DEJESUS, V        ",6,2,8,1,0,0,0,0,1,0,0,0,0
ART,13,1,LANG OF PAINTING   ,"MCNAMARA, J S     ",3,16,3,0,0,0,0,0,0,0,0,0,0
ART,13,2,LANG OF PAINTING   ,"NAGASAWA, C K     ",0,10,0,1,0,0,0,0,0,0,0,0,1
ART,14,1,LANG OF SCULPTURE  ,"OPPENHEIMER, G    ",1,4,0,4,6,0,2,1,0,0,0,0,0
ART,14,2,LANG OF SCULPTURE  ,"TOOL, E A         ",2,14,3,1,1,1,0,1,0,0,0,0,0
ART,102,1,APPROACHES TO PTNG ,"BERSAMINA, L R    ",0,14,8,5,2,0,0,0,0,0,0,0,0
ART,102,2,APPROACHES TO PTNG ,"CARNWATH, S       ",1,8,2,4,2,2,0,0,0,0,0,0,0
ART,117,1,DRAWING COMPOSITION,"NAGASAWA, C K     ",0,14,1,0,0,0,0,0,0,0,0,0,0
ART,117,3,DRAWING COMPOSITION,"VONMERTENS, A W   ",2,2,12,2,2,0,0,0,0,0,0,0,0
ART,118,1,FIGURE DRAWING     ,"BERSAMINA, L R    ",0,10,8,5,0,0,0,1,0,0,0,0,0
ART,120,2,APP TO PRNTMG INTAG,"HUSSONG, R M      ",2,9,5,0,1,0,0,0,0,0,0,0,0
ART,124,1,ADV PRINTMAKING    ,"HUSSONG, R M      ",2,11,1,6,0,0,0,0,0,0,0,0,0
ART,132,1,APP TO SCULP CERAM ,"SHAW, R B         ",0,19,0,4,2,0,0,1,0,0,0,0,1
ART,137,1,ADV PROJ CERAM SCUL,"SHAW, R B         ",2,15,0,2,1,0,0,0,0,0,0,0,0
