Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 3/16/2015,,,,,,,,,,, ,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2015 Spring,Italian Studies,ITALIAN,Italian Studies,R5B,2,Reading & Comp,Brandon Schneider,46951,,3,4,7,3,,,,,,,,,,,,,,17
2015 Spring,Italian Studies,ITALIAN,Italian Studies,R5B,3,Reading & Comp,Leslie Elwell,46954,,2,6,6,3,,,,,,,,,,,,,,17
2015 Spring,Italian Studies,ITALIAN,Italian Studies,40,1,Italian Culture,Maria Fuller,46960,20,47,6,4,3,4,2,,1,,,2,1,12,,2,,,104
2015 Spring,Italian Studies,ITALIAN,Italian Studies,130B,1,Purg Par (English),Steven Botterill,47017,2,3,3,1,,1,1,,,,,,1,1,,,,,13
2015 Spring,Jewish Studies Program,JEWISH,Jewish Studies,39K,1,Fresh/Soph Seminar,Rebecca Golbert,47805,,2,5,3,,,,,,,,,,1,,,,,11
2015 Spring,Jewish Studies Program,JEWISH,Jewish Studies,101,1,Jscultural Legacies,Hanna Seltzer; Kenneth Bamberger,47815,1,5,3,1,2,,,,,,,,,4,,,,,16
2015 Spring,Journalism,JOURN,Journalism,39L,1,Fresh/Soph Seminar,William Drummond,48005,6,2,6,,,,,,,,,,,1,,,,,15
2015 Spring,L&S Deans Office,L & S,Letters & Science,C30U,1,Us & Global Forest,Lynn Huntsinger,51924,1,6,4,2,12,2,,1,,,1,,,17,,,,,46
2015 Spring,L&S Deans Office,L & S,Letters & Science,C30Y,1,Biology For Voters,Jasper Rine,51968,1,5,,1,3,1,1,1,,,1,,2,22,,5,,,43
2015 Spring,L&S Deans Office,L & S,Letters & Science,70A,1,Physical Science,Terrence Buehler,51969,7,36,8,4,8,4,1,2,1,,,,3,30,,2,,,106
2015 Spring,L&S Deans Office,L & S,Letters & Science,70B,1,Physical Science,John Chiang; Nathan Sayre,51975,6,10,6,15,8,1,2,1,1,1,1,1,,45,,6,,,104
2015 Spring,L&S Deans Office,L & S,Letters & Science,C70U,1,General Astronomy,Alexei Filippenko,51990,6,17,15,10,20,6,1,6,1,,2,,,75,,9,,1,169
2015 Spring,L&S Deans Office,L & S,Letters & Science,C70V,1,Descriptive Intro,Steven Stahler,52071,1,13,1,5,14,,1,2,2,,1,,1,48,,6,,,95
2015 Spring,L&S Deans Office,L & S,Letters & Science,C101,1,Edible Education,Garrison Sposito,52110,,,,,,,,,,,,,,80,5,12,,1,98
2015 Spring,L&S Deans Office,L & S,Letters & Science,105,1,Arts Entrepreneur,Richard Andrews,52116,2,12,9,2,5,2,,3,,,,,,11,,,,,46
2015 Spring,L&S Deans Office,L & S,Letters & Science,121,1,Origina Sci Relig,Kevin Padian; Ronald Hendel,52125,,16,12,11,12,5,,1,1,1,1,,1,27,,5,,1,94
2015 Spring,L&S Deans Office,L & S,Letters & Science,125,1,Time,Mark Richards; Raphael Bousso; Walter Alvarez,52146,5,9,3,5,10,,2,1,,,,,,19,,3,,,57
2015 Spring,L&S Deans Office,L & S,Letters & Science,160B,1,Philos & Values,John Phillips,52158,7,47,17,15,19,2,1,1,,,,,,26,,1,,,136
2015 Spring,L&S Deans Office,L & S,Letters & Science,C160V,1,Human Happiness,Dacher Keltner,52194,18,74,6,4,12,2,,1,,,,,,19,,2,,,138
2015 Spring,L&S Deans Office,L & S,Letters & Science,C180T,1,Language And Power,Claire Kramsch,52212,2,22,16,11,8,2,,,,,1,,,12,,7,,1,82
2015 Spring,L&S Deans Office,L & S,Letters & Science,C180U,1,Wealth And Poverty,Robert Reich,52233,5,25,34,17,24,11,1,,,,,,1,30,,1,,,149
2015 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,1,1,Draw Green Future,Abigail Vanmuijen; Charles Sullivan,48502,13,18,7,4,2,,,,,,,,,,,,,,44
2015 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,112,1,Landscape Plants,Dawn Kooyumjian,48509,3,9,4,1,2,,,,,,,,1,,1,,,,21
2015 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,121,1,Dn Detail Landconst,Raymond Freeman; Sarah Gronquist,48515,,4,4,2,2,1,,,1,,1,,2,,,,,,17
2015 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,130,1,Sustain Landscapes,Kimberlee Stryker,48524,,28,18,11,6,1,2,2,,,1,,,4,,1,,,74
2015 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,136,1,Adv Land Deline,Charles Sullivan,48526,16,12,10,6,,,,,,,,,,,,,,,44
2015 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,140,1,Open Space Design,Patricia Algara,48527,,10,13,1,2,,,,,,,,,,,,,,26
2015 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,170,1,Hist/Lit Ld Arch,Katherine Rinne,48533,1,5,6,3,5,5,1,2,2,,,,5,1,,1,,,37
2015 Spring,Law,LEGALST,Legal Studies,R1B,2,Reading & Comp,Hillary Berk,51506,2,5,3,4,1,2,1,,,,,,,,,,,,18
2015 Spring,Law,LEGALST,Legal Studies,100,1,Foundations Legalst,Jonathan Simon,51524,4,17,4,4,36,4,3,2,,,,,1,5,,5,,,85
2015 Spring,Law,LEGALST,Legal Studies,104AC,1,Youth Just & Cult,Michael Musheno,51539,,5,7,9,13,6,3,2,,,,1,1,3,,1,,,51
2015 Spring,Law,LEGALST,Legal Studies,105,1,Foundation Crim Law,Meir Dan-Cohen,51548,,13,16,9,8,4,,1,,,,,,4,,,,,55
2015 Spring,Law,LEGALST,Legal Studies,107,1,Theories Of Justice,Sarah Song,51557,2,19,14,26,20,9,15,11,8,1,,2,,6,,1,,2,136
2015 Spring,Law,LEGALST,Legal Studies,132AC,1,Immgrtn & Citiznshp,Letitia Volpp,51578,,10,10,12,22,8,7,4,2,,2,,2,15,,,,2,96
2015 Spring,Law,LEGALST,Legal Studies,139,1,Comp Leg Traditions,Laurent Mayali,51593,1,11,4,4,7,2,1,,,,1,1,,4,,,,1,37
2015 Spring,Law,LEGALST,Legal Studies,145,1,Law & Economics I,Eric Talley,51602,7,8,13,13,15,16,,,,,,,4,12,,1,,,89
2015 Spring,Law,LEGALST,Legal Studies,154,1,Intl Human Rights,Eric Stover; Kimberly Koenig,51617,7,21,4,24,14,3,2,,,,1,,,3,,,,,79
2015 Spring,Law,LEGALST,Legal Studies,160,1,Punishment Cult Soc,Richard Perry,51632,,29,14,24,20,4,5,1,,,,,2,,,,,1,100
2015 Spring,Law,LEGALST,Legal Studies,161,1,Law/Chinese Society,Rachel Stern; Robert Berring,51647,1,58,10,14,10,4,6,2,,,,,,26,,1,,,132
2015 Spring,Law,LEGALST,Legal Studies,162AC,1,Restorative Justice,Mary Frampton,51668,2,2,7,8,2,3,,,,,,,,,,,,,24
2015 Spring,Law,LEGALST,Legal Studies,174,1,The Case Of Israel,Avishai Benish,51671,1,6,5,12,,1,,,,,,,,,,,,,25
2015 Spring,Law,LEGALST,Legal Studies,183,1,Psych Of Diversity,Victoria Plaut,51674,1,6,6,3,,1,,,,,,,1,1,,,,2,21
2015 Spring,Law,LEGALST,Legal Studies,190,1,Topics In Law/Soc,Meir Dan-Cohen,51725,,1,7,,,,,,,,,,,1,,1,,,10
2015 Spring,Law,LEGALST,Legal Studies,190,2,Topics In Law/Soc,Christopher Tomlins,51728,,2,2,1,1,2,,1,,,,,1,2,,,,,12
2015 Spring,Law,LEGALST,Legal Studies,190,3,Topics In Law/Soc,Martin Shapiro,51731,,10,4,2,3,,,,,,,,1,,,1,,,21
2015 Spring,Linguistics,LINGUIS,Linguistics,1A,1,American Sign Lang,Sherry Hicks,52403,3,3,3,2,2,3,,1,,,,,,,,,,,17
2015 Spring,Linguistics,LINGUIS,Linguistics,1B,1,American Sign Lang,Sherry Hicks,52409,1,2,,1,2,1,,,,2,,,,1,1,,,,11
2015 Spring,Linguistics,LINGUIS,Linguistics,R1B,1,Endangered Language,Andrew Garrett; Christine Sheil,52415,1,6,7,3,4,,,,,,,,,,,,,,21
2015 Spring,Linguistics,LINGUIS,Linguistics,R1B,2,Endangered Language,Andrew Garrett; Elise Stickles,52418,2,7,4,3,2,,,,,,,,1,,,,,,19
2015 Spring,Linguistics,LINGUIS,Linguistics,5,1,Lang & Linguistics,Larry Hyman,52421,4,5,4,5,12,2,1,3,1,,,,1,6,,1,,,45
2015 Spring,Linguistics,LINGUIS,Linguistics,40,1,Lang Of Advertising,Eve Sweetser,52436,1,5,1,2,1,,2,,,,1,,,6,,,,,19
2015 Spring,Linguistics,LINGUIS,Linguistics,47,1,Lang & Comm Disord,Susanne Gahl,52439,3,13,5,2,6,,,,,,,,,3,,,,,32
2015 Spring,Linguistics,LINGUIS,Linguistics,100,1,Intro Ling Sci,Line Mikkelsen,52454,10,24,26,28,38,18,18,16,4,,8,,2,10,,5,,1,208
2015 Spring,Linguistics,LINGUIS,Linguistics,C105,1,Mind And Language,George Lakoff,52475,8,14,19,5,7,3,,1,1,,1,,1,4,,1,,,65
2015 Spring,Linguistics,LINGUIS,Linguistics,113,1,Experimen Phonetics,Susan Lin,52505,3,6,,,1,1,,,,,,,,,,,,,11
2015 Spring,Linguistics,LINGUIS,Linguistics,115,1,Phonol And Morphol,Sharon Inkelas,52508,2,11,9,15,9,6,9,7,4,,,,2,,,,,,74
2015 Spring,Linguistics,LINGUIS,Linguistics,120,1,Intro Syn & Sem,Peter Jenks,52529,,20,12,10,10,10,9,6,4,2,,,5,2,,2,,,92
2015 Spring,Linguistics,LINGUIS,Linguistics,C142,1,Language & Thought,Terrance Regier,52550,,6,6,1,7,,1,,,,,,,1,,,,,22
2015 Spring,Linguistics,LINGUIS,Linguistics,C146,1,Lang Acquisition,Mahesh Srinivasan,52553,,9,8,4,8,3,,,,,1,,,2,,1,,,36
2015 Spring,Linguistics,LINGUIS,Linguistics,155AC,1,Language In The Us,Richard Rhodes,52556,5,7,5,6,4,,2,1,,,,,1,10,,,,,41
2015 Spring,Linguistics,LINGUIS,Linguistics,C160,1,Quantitative Method,Susanne Gahl,52568,1,6,2,5,,2,,4,1,,,,,,1,,,,22
2015 Spring,Linguistics,LINGUIS,Linguistics,170,1,Particular Language,Michael Bochnak,52583,3,6,10,3,,2,1,,,1,,,1,,,,,,27
2015 Spring,Linguistics,LINGUIS,Linguistics,198,1,Directed Group Stdy,Maryam Labib; Richard Rhodes,52640,,,,,,,,,,,,,,12,1,,,,13
2015 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,103,1,Phs Trans & Kin,Jeffrey Hoyt,53006,3,5,5,14,6,6,3,1,1,,,,1,,,,,,45
2015 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,104,1,Matls Charac,Lane Martin,53012,2,10,,5,9,,3,6,,3,2,,1,,,,,,41
2015 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,111,1,Prop Elect Mats,Jie Yao,53033,3,9,8,4,10,10,3,3,2,1,,,,,,,,,53
2015 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,112,1,Corrosi (Chem Prop),Thomas Devine,53039,1,7,12,3,9,,2,2,2,,1,,,,1,,,,40
2015 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,125,1,Thin-Film Mat Sci,Junqiao Wu,53045,7,11,4,2,1,3,,,,,,,,,,,1,,29
2015 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,151,1,Polymeric Materials,Ting Xu,53054,4,6,6,3,13,6,,2,,,,,,,,,,,40
2015 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,198,1,Directed Group Stdy,Mark Asta,53059,,,,,,,,,,,,,,14,,1,,,15
2015 Spring,Mathematics,MATH,Mathematics,1A,1,Calculus,Mina Aganagic,53303,21,60,28,25,62,24,18,20,19,,32,,17,6,,16,,1,349
2015 Spring,Mathematics,MATH,Mathematics,1B,1,Calculus,Alexander Coward,53345,29,67,64,30,64,23,30,36,22,,13,,37,7,,10,,1,433
2015 Spring,Mathematics,MATH,Mathematics,1B,2,Calculus,Alexander Coward,53402,25,53,55,28,42,28,25,34,20,,11,,35,1,,2,,,359
2015 Spring,Mathematics,MATH,Mathematics,1B,3,Calculus,Nicolai Reshetikhin,53450,11,53,52,25,49,28,19,31,9,,,,18,8,,5,,1,309
2015 Spring,Mathematics,MATH,Mathematics,10B,1,Methods Of Math,Bernd Sturmfels,53507,11,44,34,28,35,36,12,11,13,2,1,1,1,1,,3,,1,234
2015 Spring,Mathematics,MATH,Mathematics,16A,1,Anal Geo & Calculus,Vivek Shende,53534,31,23,54,29,38,21,23,32,14,,,,22,11,,13,,3,314
2015 Spring,Mathematics,MATH,Mathematics,16B,1,Anal Geo & Calculus,Alexander Paulin,53582,18,67,20,18,74,34,18,66,13,10,23,8,12,4,,3,,2,390
2015 Spring,Mathematics,MATH,Mathematics,16B,2,Anal Geo & Calculus,Alexander Paulin,53630,22,69,22,15,75,40,19,70,28,10,19,9,15,1,,5,,3,422
2015 Spring,Mathematics,MATH,Mathematics,32,1,Precalculus,Ole Hald; Per Stinchcombe,53684,6,9,7,5,4,9,9,4,6,3,2,,1,15,,11,,,91
2015 Spring,Mathematics,MATH,Mathematics,53,1,Multivar Calculus,James Sethian,53720,4,15,26,22,26,41,28,19,20,,31,,24,8,,11,,,275
2015 Spring,Mathematics,MATH,Mathematics,53,2,Multivar Calculus,Michael Hutchings,53771,13,45,65,64,57,38,32,22,23,10,5,4,2,13,1,9,,3,406
2015 Spring,Mathematics,MATH,Mathematics,H53,1,Hons Multi Calculus,Hongbin Sun,53816,1,3,4,4,3,,3,3,,,,,1,,,1,,,23
2015 Spring,Mathematics,MATH,Mathematics,54,1,Lin Alg & Diff Eqns,Paul Vojta,53822,15,31,22,30,29,20,21,12,13,4,9,3,16,4,,10,,3,242
2015 Spring,Mathematics,MATH,Mathematics,54,2,Lin Alg & Diff Eqns,Mariusz Wodzicki,53879,2,28,27,24,33,45,29,22,26,1,22,,62,7,1,21,,1,351
2015 Spring,Mathematics,MATH,Mathematics,54,3,Lin Alg & Diff Eqns,Lior Pachter,53939,51,68,85,45,57,56,29,29,8,9,4,5,20,6,,11,,1,484
2015 Spring,Mathematics,MATH,Mathematics,55,1,Discrete Math,Kenneth Ribet,53993,7,49,12,7,63,7,10,29,6,,4,,7,14,,12,,2,229
2015 Spring,Mathematics,MATH,Mathematics,98,5,Directed Group Stdy,Richard Borcherds,54035,,,,,,,,,,,,,,19,,2,,,21
2015 Spring,Mathematics,MATH,Mathematics,98,8,Directed Group Stdy,Michael Hutchings,54044,,,,,,,,,,,,,,7,,3,,,10
2015 Spring,Mathematics,MATH,Mathematics,98,15,Directed Group Stdy,Ole Hald,54065,,,,,,,,,,,,,,45,,2,,,47
2015 Spring,Mathematics,MATH,Mathematics,98,18,Directed Group Stdy,Ole Hald,54073,,,,,,,,,,,,,,34,,1,,,35
2015 Spring,Mathematics,MATH,Mathematics,98,19,Directed Group Stdy,Ole Hald,54074,,,,,,,,,,,,,,22,,1,,,23
2015 Spring,Mathematics,MATH,Mathematics,98,20,Directed Group Stdy,Ole Hald,54077,,,,,,,,,,,,,,26,,2,,,28
2015 Spring,Mathematics,MATH,Mathematics,98BC,1,Directed Group Stud,Lawrence Valby; Thomas Scanlon,54085,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,Mathematics,MATH,Mathematics,98BC,2,Directed Group Stud,Oran Gannot; Thomas Scanlon,55154,,,,,,,,,,,,,,10,,2,,,12
2015 Spring,Mathematics,MATH,Mathematics,98BC,4,Directed Group Stud,Shelly Manber; Thomas Scanlon,55160,,,,,,,,,,,,,,13,,,,1,14
2015 Spring,Mathematics,MATH,Mathematics,104,1,Intro To Analysis,Virginia Harrison,54089,3,8,,1,,1,1,,1,,,,8,,,,,,23
2015 Spring,Mathematics,MATH,Mathematics,104,2,Intro To Analysis,Virginia Harrison,54092,1,6,,1,1,2,,1,,,,,9,1,,3,,1,26
2015 Spring,Mathematics,MATH,Mathematics,104,3,Intro To Analysis,Marina Ratner,54095,1,1,,1,1,2,2,2,1,2,,,6,2,1,4,1,,27
2015 Spring,Mathematics,MATH,Mathematics,104,4,Intro To Analysis,Alexander Givental,54098,1,3,1,2,1,1,,1,,,,,1,,1,1,,,13
2015 Spring,Mathematics,MATH,Mathematics,104,5,Intro To Analysis,Mihaela Ifrim,54101,1,2,2,7,3,1,2,8,2,,1,,2,1,,2,,1,35
2015 Spring,Mathematics,MATH,Mathematics,104,6,Intro To Analysis,Ole Hald,54104,1,5,2,9,8,3,3,,,1,,,,4,,1,,1,38
2015 Spring,Mathematics,MATH,Mathematics,105,1,Analysis Ii,Gang Liu,54107,4,2,6,2,1,1,1,,,1,,,,2,,,1,,21
2015 Spring,Mathematics,MATH,Mathematics,110,1,Linear Algebra,Edward Frenkel,54110,20,59,53,27,33,12,36,28,20,,,,40,11,2,13,,3,357
2015 Spring,Mathematics,MATH,Mathematics,113,1,Abstract Algebra,Richard Borcherds,54143,9,3,8,2,1,2,2,1,,,,,2,,,,,,30
2015 Spring,Mathematics,MATH,Mathematics,113,3,Abstract Algebra,Edward Frenkel,54149,2,8,3,2,3,2,1,3,3,,,,3,1,,1,,1,33
2015 Spring,Mathematics,MATH,Mathematics,113,4,Abstract Algebra,Kelli Talaska,54152,2,6,2,1,4,2,2,6,,2,,,3,,,,,,30
2015 Spring,Mathematics,MATH,Mathematics,113,5,Abstract Algebra,David Li-Bland,54155,5,3,2,1,5,2,1,1,3,2,2,,1,4,,1,,,33
2015 Spring,Mathematics,MATH,Mathematics,113,6,Abstract Algebra,Kelli Talaska,54158,2,4,6,2,5,3,3,4,,,1,,1,,,1,,,32
2015 Spring,Mathematics,MATH,Mathematics,H113,1,Hnrs Intro Abst Alg,Mariusz Wodzicki,54161,2,7,4,2,3,1,,,,,,,1,1,,,,1,22
2015 Spring,Mathematics,MATH,Mathematics,114,1,Abstract Algebra Ii,Atoshi Chowdhury,54164,,13,1,1,3,,2,3,,,,,,4,,1,,,28
2015 Spring,Mathematics,MATH,Mathematics,118,1,"Fourier,Wavelets",John Strain,54167,2,6,3,2,1,1,,,,,,,2,5,,,,,22
2015 Spring,Mathematics,MATH,Mathematics,121A,1,Math Tool Phys Sci,Nikhil Srivastava,54170,4,3,,3,3,,2,3,2,,,,,1,,2,,,23
2015 Spring,Mathematics,MATH,Mathematics,123,1,Ord Diff Equations,Lawrence Evans,54176,,8,3,5,4,4,5,4,2,,,,1,3,,,,,39
2015 Spring,Mathematics,MATH,Mathematics,128A,1,Numerical Analysis,Ming Gu,54179,10,18,24,21,19,14,4,6,10,,10,,18,4,,6,,,164
2015 Spring,Mathematics,MATH,Mathematics,128B,1,Numerical Analysis,John Strain,54206,3,12,4,1,2,2,,,,,,,1,,,3,,,28
2015 Spring,Mathematics,MATH,Mathematics,136,1,Incomplete/Undecid,James Freitag,54212,2,8,,1,2,,,3,1,,,,,2,,,,,19
2015 Spring,Mathematics,MATH,Mathematics,140,1,Metric Dif Geometry,Matthew Gill,54215,,15,5,2,1,1,2,4,,,2,,2,,,,,,34
2015 Spring,Mathematics,MATH,Mathematics,151,1,School Curriculum,Ole Hald,54221,,7,,3,3,5,,1,,,,,,1,,,,,20
2015 Spring,Mathematics,MATH,Mathematics,153,1,School Curriculum,Emiliano Gomez,54227,1,1,,,5,2,1,,2,,,,,,,,,,12
2015 Spring,Mathematics,MATH,Mathematics,160,1,History Of Math,Olga Holtz,54233,3,9,11,3,1,,,,,,,,,4,,3,,2,36
2015 Spring,Mathematics,MATH,Mathematics,172,1,Combinatorics,Yan Zhang,54236,1,7,2,2,2,,2,2,,,3,,1,3,,,,1,26
2015 Spring,Mathematics,MATH,Mathematics,185,1,Complex Analysis,Jason Murphy,54239,3,7,5,3,9,3,2,3,3,1,,,1,,,,,,40
2015 Spring,Mathematics,MATH,Mathematics,185,2,Complex Analysis,Jeffrey Calder,54242,2,8,7,10,4,4,4,8,4,,2,,,,,,,2,55
2015 Spring,Mathematics,MATH,Mathematics,185,3,Complex Analysis,Arthur Ogus; Michael Klass,54245,,4,6,6,4,2,1,2,2,,,,3,,,,,,30
2015 Spring,Mathematics,MATH,Mathematics,185,4,Complex Analysis,Arthur Ogus; Michael Klass,54248,,2,6,9,3,5,4,1,,,,,2,,,,,1,33
2015 Spring,Mathematics,MATH,Mathematics,191,2,Exper Math,Jeffrey Hicks; John Lott,54254,1,4,1,,,,,,,,1,,,2,,,,1,10
2015 Spring,Mathematics,MATH,Mathematics,198,5,Directed Group Stdy,Richard Borcherds,54314,,,,,,,,,,,,,,19,,1,,,20
2015 Spring,Mathematics,MATH,Mathematics,198,8,Directed Group Stdy,Michael Hutchings,54323,,,,,,,,,,,,,,15,,1,,,16
2015 Spring,Mathematics,MATH,Mathematics,198BC,1,Directed Group Stud,Lawrence Valby; Thomas Scanlon,54340,,,,,,,,,,,,,,10,,1,,,11
2015 Spring,Mathematics,MATH,Mathematics,198BC,2,Directed Group Stud,Oran Gannot; Thomas Scanlon,55163,,,,,,,,,,,,,,14,,1,,,15
2015 Spring,Mathematics,MATH,Mathematics,198BC,3,Directed Group Stud,Thomas Scanlon; Wing Hei Michael Wan,55166,,,,,,,,,,,,,,9,,3,,,12
2015 Spring,Mathematics,MATH,Mathematics,198BC,4,Directed Group Stud,Shelly Manber; Thomas Scanlon,55169,,,,,,,,,,,,,,9,,1,,,10
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,40,1,Thermodynamics,Carlos Fernandez-Pello,55256,18,26,12,15,13,12,14,16,7,7,,,3,1,,,,,144
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,C85,1,Intro Solid Mechncs,Tony Keaveny,55265,3,10,7,7,5,10,7,2,4,3,1,,4,1,,,,,64
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,C85,2,Intro Solid Mechncs,Francisco Armero,55274,2,5,3,2,4,2,,6,,,2,1,,1,,1,,1,30
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,101,1,Intro Lean Mfg Sys,Sara Mcmains,55307,,4,2,1,4,,5,,1,,,,,,,,,,17
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,102A,1,Intr Mec Sys Mchtrn,George Johnson; Marcel Kristel,55313,4,28,25,8,2,,1,,,,,,,,,,,,68
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,102B,1,Mechatronics Design,Homayoon Kazerooni,55322,,107,11,,,,,,,,,,,,,,,,118
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,104,1,Engr Mechanics Ii,Oliver O'Reilly,55343,5,15,12,17,25,12,15,16,10,,4,,1,,,,,,132
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,106,1,Fluid Mechanics,Ronald Yeung,55352,10,5,10,15,16,10,3,1,3,,1,4,,,,1,,,79
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,107,1,Mec Eng Laboratory,Tony Keaveny,55364,4,25,30,23,9,8,1,1,,,,,,,,,,,101
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,108,1,Mech Beh Eng Matris,Kyriakos Komvopoulos,55385,,1,2,9,15,19,15,11,1,,,,,,,,,,73
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,109,1,Heat Transfer,Costas Grigoropoulos,55418,,7,15,16,10,11,5,10,3,1,,,1,,,,,,79
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,110,1,Intro Product Dev,Alice Agogino,55430,1,19,17,17,7,1,,,,,,,,1,,,,,63
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,118,1,Intro Nanotechnolgy,Liwei Lin,55442,1,13,9,7,8,,,2,,,1,,,,1,,,1,43
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,120,1,Comp Bio Acr Scls,Mohammad Mofrad,55445,1,3,5,6,3,1,1,,,,,,,,,,,1,21
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,122,1,Proc Of Mat In Mfg,Hayden Taylor,55451,7,4,15,13,5,5,3,2,3,,3,1,,2,,,1,,64
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,131,1,Veh Dyn And Ctr,John Hedrick,55460,2,5,4,9,18,5,,,,,,,,1,,,,,44
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,132,1,Dyn System/Feedback,Francesco Borrelli; Roberto Horowitz,55466,1,6,9,10,16,12,11,2,,,,,2,,,,,,69
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,C134,1,Feedback Cntrl Sys,Ronald Fearing,55481,1,4,2,7,3,3,1,1,2,,1,1,,2,,,,,28
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,135,1,Des Mprc-Bd Mec Sys,George Anwar,55502,8,33,15,,5,,10,,,,,,,,,,,,71
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,146,1,Enrgy Conv Princpls,Van Carey,55513,,2,10,10,3,,,,,,,,1,,,,,,26
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,C180,1,Eng Analyfinite Mth,Shawn Shadden,55532,2,9,7,4,13,4,,6,1,,,,,,,,,,46
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,190M,1,Model Prcdt. Contrl,Kameshwar Poolla,55544,,33,,,,,,,,,,,,1,,,,,34
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,191K,1,Prof Communication,Marcel Kristel,55550,3,43,2,,,,,,,,,,,1,,,,,49
2015 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,198,54,Directed Group Stdy,Dennis Lieu,55823,,,,,,,,,,,,,,11,,1,,,12
2015 Spring,Military Affairs Program,AEROSPC,Aerospace Studies,1B,1,Found Us Air Force,Alexander Simpson; Christopher Carroll,57206,3,10,1,,,,,,,,,,2,,,,,,16
2015 Spring,Military Affairs Program,AEROSPC,Aerospace Studies,2B,1,Evolut Of Air Power,Alexander Simpson; Christopher Carroll,57212,5,4,4,,,,,,,,,,,,,,,,13
2015 Spring,Military Affairs Program,MIL AFF,Military Affairs,1,1,Mil Phys Fit & Nutr,Jeffrey Erts; Stephen Suhr,57103,,33,,,6,,,1,,,,,1,5,,,,,46
2015 Spring,Military Affairs Program,MIL AFF,Military Affairs,145B,1,Prep Active Duty,Christopher Carroll,57112,2,8,,,,,,,,,,,,,,,,,10
2015 Spring,Military Affairs Program,MIL SCI,Military Science,1,1,Leadership Lab,Jeffrey Erts; Stephen Suhr,57303,,,,,,,,,,,,,,40,,1,,,41
