CourseID,CNUM,SECTION,CDESC,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
ANTHRO, 003AC,1,INTRO SOC/CULT AC  ,"HUBBARD, L        ",4,43,84,71,35,26,8,3,3,0,0,1,4
ANTHRO,114,1,HIST/ANTHRO THOUGHT,"CONKEY, M W       ",29,65,15,19,7,1,3,5,0,0,0,0,1
ANTHRO,119,1,MED ANTHRO TOPICS  ,"SCHEPER-HUGHES, N ",1,2,5,4,0,0,0,0,0,0,0,0,0
ANTHRO, 122C,1,ARCH CENTRL AMERICA,"BLAISDELL-SLOAN, K",5,13,19,1,1,1,2,2,1,0,0,0,5
ANTHRO, 122G,1,SOUTHWEST ARCHAEOL ,"SHACKLEY, M S     ",8,7,4,0,0,0,0,0,0,0,0,0,0
ANTHRO, 127A,1,SKLTL BIO & BIOARCH,"HOLLIMON, S E     ",1,5,3,2,1,1,0,1,0,0,0,0,0
ANTHRO, 128A,2,TOPICS:ARCHAEO AREA,"WILKIE, L A       ",5,24,5,4,13,4,1,0,0,0,0,0,0
ANTHRO,134,1,ANAL ARCHAEO RECORD,"LIGHTFOOT, K G    ",3,9,7,2,0,0,0,0,0,0,0,0,0
ANTHRO, 135B,1,ENVIRONMENTAL ARCH ,"HASTORF, C        ",1,6,1,1,6,1,3,4,0,0,1,0,0
ANTHRO, 136H,1,ARCH AFTER SCHOOL  ,"UNDERWOOD, C F    ",6,5,0,1,2,0,0,2,0,0,0,0,0
ANTHRO,139,1,CONTROL PROC       ,"NADER, L          ",3,34,51,38,26,11,5,4,4,1,1,0,11
ANTHRO,162,1,TOPICS IN FOLKLORE ,"YOUNG, K G        ",2,25,8,3,16,3,0,1,0,0,0,0,0
ANTHRO,170,1,CHINA              ,"LIU, X            ",0,14,31,11,5,1,0,1,0,0,0,0,1
ANTHRO,184,1,SOUTH ASIA         ,"COHEN, L          ",7,8,10,8,2,5,0,0,0,0,0,0,1
ANTHRO,189,3,SPEC TOP:SOC/CULT  ,"HOLSTON, J        ",2,12,3,2,0,0,0,0,1,0,0,0,0
ANTHRO,189,4,SPEC TOP:SOC/CULT  ,"MIALET, H         ",1,11,2,1,0,0,0,0,0,0,0,0,0
ANTHRO,189,5,SPEC TOP:SOC/CULT  ,"KASNITZ, D        ",0,7,2,2,0,0,0,0,0,0,0,0,0
ANTHRO, 189A,1,TOPICS:CULTURE AREA,"OCHOA, T          ",0,30,11,5,6,2,0,0,0,0,0,0,0
ANTHRO,C100,1,HUMAN PALEONTOLOGY ,"WHITE, T D        ",0,2,1,3,5,1,2,3,1,0,1,0,1
ANTHRO,R005B,1,READING & COMP     ,"THEISSEN, A J     ",0,5,3,3,2,0,0,0,0,0,0,0,0
ANTHRO,R005B,2,READING & COMP     ,"SKAFISH, P W      ",0,6,7,1,0,0,0,0,0,0,0,0,0
ANTHRO,R005B,3,READING & COMP     ,"HUANG, C Y        ",0,3,6,4,2,0,0,0,0,0,0,0,0
ANTHRO,R005B,4,READING & COMP     ,"GOODWIN, M A      ",0,1,10,2,1,0,0,0,0,0,0,0,0
ANTHRO,R005B,5,READING & COMP     ,"MERCADO, S        ",1,2,8,2,1,1,0,0,0,0,0,0,0
ARABIC, 001B,1,ELEMENTARY ARABIC  ,"EL-SHAER, A H     ",2,4,2,0,0,2,1,0,0,0,0,0,0
ARABIC, 001B,2,ELEMENTARY ARABIC  ,"VIVRETTE, J C     ",2,7,6,1,1,0,0,0,0,0,0,0,0
ARABIC, 001B,3,ELEMENTARY ARABIC  ,"BAZIAN, H A       ",3,7,5,1,0,0,0,0,0,0,0,0,0
ARABIC, 020B,2,INTERMEDIATE ARABIC,"BAZIAN, H A       ",3,5,6,2,0,0,0,0,0,0,0,0,0
ARCH, 100A,1,FUND OF ARCH DESIGN,"DI NAPOLI, W W    ",7,16,15,22,7,2,2,0,0,0,0,0,2
ARCH, 100B,1,FUND OF ARCH DESIGN,"IWAMOTO, L M      ",0,7,7,12,13,8,9,0,4,5,0,0,4
ARCH,102,1,DESIGN DEVELOPMENT ,"STONER, J         ",1,3,6,2,1,1,0,0,0,0,0,0,0
ARCH, 109X,1,SPEC TOPICS: DESIGN,"STONER, J         ",1,4,3,3,0,0,0,0,0,0,0,0,0
ARCH,111,1,HOUSING: INTERNAT  ,"ALSAYYAD, N       ",0,4,4,11,1,2,0,0,0,0,0,0,0
ARCH,130,1,"INTRO,DES THEORIES ","CRYSLER, C G      ",11,13,15,15,11,8,4,4,0,2,0,0,2
ARCH,140,1,ENERGY & ENV MGMT  ,"BRAGER, G S       ",2,17,25,21,27,14,12,8,0,0,0,0,1
ARCH,154,1,DES COMP ANAL STRUC,"BLACK, R          ",3,3,4,1,0,0,0,0,0,0,0,0,0
ARCH,160,1,INTRO CONSTRUCTION ,"BUNTROCK, D L     ",4,16,26,21,7,4,0,2,1,0,0,0,1
ARCH, 170B,1,"HIST, ARCH&URBANISM","LITTMANN, B W     ",1,18,28,41,63,38,8,15,3,0,0,0,5
ART,8,1,INTRO VIS THINKING ,"MCNAMARA, J S     ",27,47,19,2,2,0,0,0,0,0,0,0,1
ART,12,1,LANG OF DRAW       ,"DEJESUS, V        ",11,5,3,0,0,0,0,0,0,0,0,0,1
ART,12,2,LANG OF DRAW       ,"EBTEKAR, A M      ",3,12,3,1,0,0,0,0,0,0,0,0,0
ART,12,3,LANG OF DRAW       ,"NAGASAWA, C K     ",0,15,3,3,0,0,0,0,0,0,0,0,0
ART,13,1,LANG OF PAINTING   ,"MCNAMARA, J S     ",0,16,1,1,0,0,0,0,0,0,0,0,0
ART,13,2,LANG OF PAINTING   ,"JAGEL, J          ",4,4,4,3,1,1,0,0,0,0,0,0,0
ART,14,1,LANG OF SCULPTURE  ,"REIMAN, B L       ",0,9,2,1,0,0,0,0,0,0,0,0,0
ART,14,2,LANG OF SCULPTURE  ,"ABBOTT, C D       ",3,9,7,2,1,0,0,0,0,0,1,0,0
ART,102,1,APPROACHES TO PTNG ,"CARNWATH, S       ",0,9,7,4,1,1,1,0,0,0,0,0,0
ART,102,2,APPROACHES TO PTNG ,"SHERWOOD, K D     ",2,8,3,4,2,1,0,0,0,0,0,0,1
ART,102,3,APPROACHES TO PTNG ,"SLOAT, K M        ",1,10,4,1,1,3,0,3,0,0,0,0,0
ART,117,1,DRAWING COMPOSITION,"NAGASAWA, C K     ",0,20,0,2,0,0,0,0,0,0,0,0,1
ART,117,3,DRAWING COMPOSITION,"SCHNELL, K        ",0,8,2,5,3,0,0,0,0,0,0,0,0
ART,118,1,FIGURE DRAWING     ,"TAYLOR, J         ",2,15,5,1,1,0,0,0,0,0,0,0,0
ART,120,2,APP TO PRNTMG INTAG,"HUSSONG, R M      ",3,7,4,4,0,1,0,0,0,0,0,0,0
ART,124,1,ADV PRINTMAKING    ,"HUSSONG, R M      ",0,13,6,2,0,0,0,0,0,0,0,0,0
ART,132,1,APP TO SCULP CERAM ,"SHAW, R B         ",1,16,0,3,4,0,0,0,0,0,0,0,1
ART,137,1,ADV PROJ CERAM SCUL,"SHAW, R B         ",6,5,0,0,2,1,0,1,0,0,0,0,0
ART,138,1,INSTALLATIONS      ,"REIMAN, B L       ",0,16,1,0,0,0,0,0,0,0,0,0,0
ART,142,1,NEW GENRES         ,"RADLEY, K P       ",10,6,4,1,0,0,0,0,0,0,0,0,0
ART,160,2,SPEC TOPICS VIS STD,"PAGLEN, T         ",0,9,2,4,0,1,0,0,0,0,0,0,0
ART,165,1,"ART,MED & DISABIL  ","SHERWOOD, K D     ",1,13,11,4,2,0,0,0,0,0,0,0,0
ART,174,2,ADV DIGITAL VIDEO  ,"WALSH, A G        ",0,8,4,1,0,1,0,0,0,0,0,0,0
ART,175,1,ADV CGI PRODUCTION ,"NIEMEYER, G       ",6,7,0,0,0,0,0,0,0,0,0,0,0
ASAMST, 020A,1,INTRO ASIAN AM HIST,"CHOY, C C         ",3,34,57,16,5,2,1,0,0,0,0,0,1
ASAMST, 020B,1,INTRO CONTEMP ISSUE,"DONG, H C         ",0,21,13,2,0,0,0,0,0,0,0,0,0
ASAMST,125,1,ISSUES OF SE ASIANS,"UM, K             ",0,6,9,6,3,1,0,0,0,0,0,0,1
ASAMST,127,1,SO AS-AMER ISSUES  ,"SINGH, J K        ",0,8,5,0,0,0,0,0,0,0,0,0,0
ASAMST,145,1,POLITICS/PUB POLICY,"OMI, M            ",0,8,5,2,10,0,1,0,0,0,0,0,0
ASAMST,146,1,ASIAN AMER & EDUC  ,"TAKAHASHI, J H    ",0,13,10,1,1,0,0,0,0,0,0,0,0
ASAMST,151,1,ASIAN AMER WOMEN   ,"YAMANAKA, K       ",0,13,8,0,0,0,0,0,0,0,0,0,0
ASAMST,171,1,"ASAM IN FILM, VIDEO","KIM, E H          ",0,31,8,20,18,4,3,1,0,0,0,0,0
ASAMST,179,1,TRANSNATNL NARRATV ,"WONG, S C         ",5,7,5,4,2,0,0,0,0,0,0,0,0
ASAMST,181,1,CHINESE AMER LIT   ,"CHOY, G P         ",0,16,10,2,2,0,0,0,0,0,0,0,0
ASAMST,183,1,KOREAN AMER LIT    ,"KIM, E H          ",0,7,7,3,9,0,0,0,0,0,0,0,0
ASAMST,R002A,1,READING&COMPOSITION,"LEONG, A P        ",0,3,5,14,6,2,0,0,0,0,0,0,0
ASAMST,R002A,2,READING&COMPOSITION,"LI, C A           ",2,1,4,7,7,4,2,0,0,0,0,0,0
ASAMST,R002B,1,READING&COMPOSITION,"LEONG, A P        ",0,2,9,10,3,3,0,0,0,0,0,0,0
ASAMST,R002B,2,READING&COMPOSITION,"LEBO-PLANAS, A C  ",4,20,7,2,1,0,1,0,0,0,0,0,0
ASIANST,150,1,SPECIAL TOPICS     ,"YAMANAKA, K       ",5,15,8,3,0,2,0,0,0,0,0,0,0
ASTRON, 007B,1,INTRO ASTROPHYSICS ,"BLOOM, J S        ",5,3,5,6,7,4,5,1,2,0,1,1,0
ASTRON,10,1,GENERAL ASTRONOMY  ,"DAVIS, M          ",1,12,6,10,9,1,1,3,1,0,0,0,1
ASTRON,121,1,RADIO ASTRONOMY LAB,"HEILES, C E       ",5,4,0,2,0,0,0,1,1,0,1,0,0
ASTRON,C012,1,THE PLANETS        ,"MARCY, G          ",0,28,10,8,5,9,2,4,4,0,0,0,0
ASTRON,C161,1,RELA ASTRO & COSMO ,"LEE, A T          ",3,7,2,3,0,1,3,1,0,0,0,0,0
BIO ENG,100,1,ETHICS IN SCI & ENG,"BUDINGER, T F     ",5,23,10,15,10,6,4,4,2,0,0,0,0
BIO ENG,104,1,BIO TRANS PHEN     ,"JOHNSON, T D      ",2,51,32,7,4,0,0,1,0,0,0,0,0
BIO ENG,110,1,BIOMED PHYS FOR ENG,"KUMAR, S          ",4,25,4,4,19,2,0,0,0,0,0,0,0
BIO ENG,115,1,CELL BIO FOR ENG   ,"JOHNSON, T D      ",2,19,11,4,0,0,0,0,0,0,0,0,0
BIO ENG, 121L,10,BIOMEMS/NANOTECH LB,"DUECK, M E        ",7,4,4,1,0,1,0,0,0,0,0,0,0
BIO ENG,143,1,COMP METHODS IN BIO,"HEAD-GORDON, T    ",3,6,3,1,2,0,0,0,1,0,0,0,1
BIO ENG,C105B,1,THERMO & BIOTHERMO ,"CAREY, V P        ",1,9,13,24,8,3,2,0,0,0,0,0,0
BIO-CDB, 001A,1,GENERAL BIOLOGY LEC,"SCHLISSEL, M S    ",3,109,34,59,82,76,59,82,72,16,22,14,24
BIO-CDB, 001AL,1,GENERAL BIOLOGY LAB,"MEIGHAN, M R      ",3,112,77,55,67,64,71,53,58,1,11,6,24
BIO-IB, 001B,1,GENERAL BIOLOGY    ,"FELDMAN, L J      ",12,67,41,84,136,57,155,44,42,21,11,0,22
BIO-PB,11,1,INTR SCI LIVING ORG,"SHAPIRA, M        ",1,5,5,14,6,3,5,0,1,0,0,0,1
BUDDSTD,C050,1,INTRO TO BUDDHISM  ,"KELLNER, B        ",3,4,4,0,2,2,1,1,0,0,0,0,0
BUDDSTD,C114,1,TIBETAN BUDDHISM   ,"KELLNER, B        ",3,4,3,0,0,0,0,2,0,0,0,0,1
BUDDSTD,C126,1,BUDDHISM & ENVIRON ,"WILLIAMS, D       ",0,3,7,1,1,1,0,0,0,0,0,0,0
CELTIC,129,1,MOD CELTIC CULTURES,"KLAR, K A         ",1,10,3,4,2,0,0,0,0,0,0,0,1
CELTIC,139,1,IRISH LITERATURE   ,"MELIA, D F        ",0,3,7,2,1,4,1,0,0,0,0,0,0
CELTIC,R001A,1,VOICES/CELTIC WORLD,"STARR-REID, K A   ",0,4,5,5,3,1,0,0,0,0,0,0,0
CELTIC,R001B,1,VOICES/CELTIC WORLD,"STARR-REID, K A   ",2,2,7,4,2,0,0,0,0,0,0,0,0
CHEM, 001A,1,GENERAL CHEMISTRY  ,"NITSCHE, H        ",10,121,74,26,85,7,7,35,2,0,8,0,3
CHEM, 001A,2,GENERAL CHEMISTRY  ,"NITSCHE, H        ",11,106,51,25,64,8,6,15,0,0,6,0,1
CHEM, 001B,1,GENERAL CHEMISTRY  ,"SAYKALLY, R J     ",1,16,5,9,17,14,3,30,12,2,3,4,4
CHEM, 003A,1,CHEM STRUCT REACT  ,"FRECHET, J        ",27,44,54,35,30,39,26,30,64,0,15,0,26
CHEM, 003A,2,CHEM STRUCT REACT  ,"FRECHET, J        ",25,50,71,45,59,55,35,44,59,0,32,0,25
CHEM, 003AL,1,ORGANIC CHEM LAB   ,"LI, C             ",134,212,38,6,3,2,0,0,0,0,0,0,3
CHEM, 003AL,2,ORGANIC CHEM LAB   ,"LI, C             ",132,276,64,7,6,1,1,0,0,0,0,0,3
CHEM, 003B,1,CHEM STRUCT REACT  ,"PEDERSEN, S F     ",14,63,35,69,67,48,67,65,33,0,7,0,38
CHEM, 003BL,1,ORGANIC CHEM LAB   ,"PEDERSEN, S F     ",11,70,183,38,31,10,9,2,1,4,0,0,3
CHEM, 004B,1,GEN CHM QUANT ANALY,"MORETTO, L G      ",4,26,0,49,32,9,5,14,0,0,2,0,1
CHEM,15,1,BIO/ANALYTICAL CHEM,"MAJDA, M M        ",0,7,0,0,8,0,0,4,0,0,0,0,0
CHEM,100,1,COMMUNICATING CHEM ,"STACY, A M        ",1,24,4,1,0,1,0,0,0,0,0,0,0
CHEM, 104B,1,ADV INORGANIC CHEM ,"ANDERSEN, R A     ",3,4,7,7,8,5,4,7,0,0,5,0,3
CHEM,105,1,INSTRUMEN ANALYSIS ,"WILLIAMS, E       ",3,7,4,5,4,2,3,4,0,0,1,0,1
CHEM, 112B,1,ORGANIC CHEMISTRY  ,"SARPONG, R        ",5,11,25,30,18,16,8,2,1,0,0,0,0
CHEM,114,1,ADV SYN ORGAN CHEM ,"ELLMAN, J A       ",4,7,2,1,8,2,1,6,2,0,3,0,0
CHEM,115,1,ORGANIC CHEMISTRY  ,"VIERNES, N L      ",1,3,3,6,1,1,0,0,0,0,1,0,0
CHEM, 120A,1,PHYSICAL CHEMISTRY ,"MILLER, W H       ",2,5,5,12,18,0,12,14,6,0,1,0,1
CHEM, 120B,1,PHYSICAL CHEMISTRY ,"GEISSLER, P L     ",3,38,6,19,20,0,15,24,0,0,0,0,2
CHEM,125,1,PHYS CHEM LAB      ,"YANG, H           ",8,8,6,5,3,1,1,4,0,0,0,0,1
CHEM,135,1,CHEMICAL BIOLOGY   ,"DOUDNA CATE, J H  ",1,6,3,3,4,2,0,5,0,0,0,0,1
CHEM,C130,1,BIOPHYSICAL CHEM   ,"WEMMER, D E       ",0,8,1,2,9,2,2,4,0,0,0,0,1
CHEM,C150,1,INTR MATERIALS CHEM,"LONG, J R         ",1,4,3,1,2,2,0,0,0,0,0,0,0
CHEM,C182,1,ATMOS CHEM PHYS LAB,"BOERING, K A      ",0,7,5,0,3,0,0,0,0,0,0,0,0
CHICANO,20,1,INTRO CHICANO CULT ,"DAVILA-SANCHEZ, A ",0,4,12,4,2,0,0,0,0,0,0,0,0
CHICANO,40,1,INTRO CHICANO LIT  ,"PEREZ, L E        ",0,1,3,2,15,5,1,2,0,0,1,0,2
CHICANO,135,1,CHICANO/LATINO FILM,"TELLES, R         ",0,12,8,13,2,1,0,0,0,0,0,0,0
CHICANO, 150B,1,HIST OF SOUTHWEST  ,"MONTEJANO, D      ",3,6,7,9,9,2,0,2,0,0,0,0,0
CHICANO,161,1,CENTRAL AMER PEOPLE,"LASKY, M P        ",0,1,2,1,10,1,0,1,0,0,0,0,0
CHICANO,165,1,"CUBA, US, & CUBA AM","SARAGOZA, A M     ",0,5,16,6,9,2,3,1,1,0,0,0,1
CHICANO,172,1,CHICANO & EDUC SYST,"CHAVEZ, L F       ",0,14,2,6,7,0,0,0,0,0,0,0,0
CHICANO,179,1,CHICANA/O FAMILIES ,"PESQUERA, B M     ",0,5,4,2,0,1,0,1,0,0,0,0,2
CHICANO,180,1,TOPICS IN CHIC STUD,"GROSFOGUEL, R     ",2,8,4,4,0,0,0,0,0,0,0,0,0
CHICANO,180,2,TOPICS IN CHIC STUD,"RODRIGUEZ, C H    ",0,1,2,8,1,0,0,0,0,0,0,0,0
CHICANO,180,3,TOPICS IN CHIC STUD,"TELLES, R         ",0,4,19,1,2,0,0,0,0,0,0,0,0
CHINESE, 001B,2,ELEMENTARY CHINESE ,"HSU, H            ",0,5,6,1,1,1,0,0,0,0,0,0,0
CHINESE, 001B,3,ELEMENTARY CHINESE ,"YANG, Y           ",0,5,6,2,2,0,0,0,0,0,0,0,0
CHINESE, 001B,4,ELEMENTARY CHINESE ,"YANG, Y           ",0,6,3,4,2,0,0,0,0,0,0,0,1
CHINESE, 001B,5,ELEMENTARY CHINESE ,"YANG, Y           ",0,7,5,1,1,0,0,0,0,0,0,0,0
CHINESE, 001BX,1,ELEM CHINESE MANDAR,"LIU, L            ",0,4,5,2,1,3,0,0,0,0,0,0,0
CHINESE, 001BX,2,ELEM CHINESE MANDAR,"LIU, L            ",0,6,8,2,0,0,0,0,0,0,0,0,0
CHINESE, 001BX,3,ELEM CHINESE MANDAR,"LIU, L            ",0,3,7,1,1,0,0,1,1,0,0,0,0
CHINESE, 001BX,4,ELEM CHINESE MANDAR,"LIU, L            ",0,9,5,2,1,0,0,0,0,0,0,0,0
CHINESE, 001BY,1,ELEM CHINESE DIALEC,"HSU, H            ",0,6,2,2,3,0,0,0,0,0,0,0,0
CHINESE, 001BY,2,ELEM CHINESE DIALEC,"ZHANG, L          ",0,8,6,1,2,2,0,0,0,0,0,0,0
CHINESE, 001BY,3,ELEM CHINESE DIALEC,"ZHANG, L          ",0,8,2,5,3,1,0,0,0,0,0,0,0
CHINESE, 007B,1,MODERN CHINESE LIT ,"SCHAEFER, W       ",0,6,11,8,8,3,1,1,1,0,0,0,0
CHINESE, 010B,1,INTER CHINESE      ,"CHU, C P          ",0,7,8,0,2,0,0,1,0,0,0,0,1
CHINESE, 010B,2,INTER CHINESE      ,"CHU, C P          ",0,8,3,1,1,0,0,0,0,0,0,0,0
CHINESE, 010B,3,INTER CHINESE      ,"CHU, C P          ",0,5,7,1,0,0,0,0,0,0,0,0,1
CHINESE, 010BX,1,INTERMED CHINESE MA,"LI, R             ",0,9,4,5,1,0,0,0,0,0,0,0,0
CHINESE, 010BX,2,INTERMED CHINESE MA,"LI, X             ",0,6,4,2,1,2,0,0,1,0,0,0,1
CHINESE, 010BX,3,INTERMED CHINESE MA,"LIU, D            ",0,7,2,1,4,1,0,1,0,0,1,0,0
CHINESE, 010BX,4,INTERMED CHINESE MA,"LI, X             ",0,9,3,1,1,0,0,0,0,0,0,0,0
CHINESE, 010BX,5,INTERMED CHINESE MA,"LI, R             ",0,8,6,2,0,0,0,0,0,0,0,0,0
CHINESE, 010BX,6,INTERMED CHINESE MA,"ZHANG, L          ",0,10,2,2,1,1,0,0,0,0,0,0,0
CHINESE, 100B,1,ADVANCED CHINESE   ,"SHIAO, Y          ",0,2,8,1,0,0,1,0,0,0,0,0,0
CHINESE, 100B,2,ADVANCED CHINESE   ,"SHIAO, Y          ",0,5,5,2,1,0,0,0,0,0,1,0,0
CHINESE, 100BX,1,ADV CHINESE MANDAR ,"LI, I             ",0,11,5,0,0,0,0,0,0,0,0,0,1
CHINESE, 100BX,2,ADV CHINESE MANDAR ,"LI, I             ",0,7,8,3,1,0,0,0,0,0,0,0,0
CHINESE, 100BX,3,ADV CHINESE MANDAR ,"LI, I             ",0,8,6,3,1,0,0,0,0,0,0,0,1
CHINESE,102,1,4TH YR READ-SOC/HIS,"LI, I             ",0,9,7,1,1,0,0,0,0,0,0,0,0
CHINESE, 110B,1,LITERARY CHINESE   ,"VARSANO, P M      ",0,6,4,1,2,1,2,1,1,0,1,0,0
CHINESE,112,1,5TH-YEAR CHINESE B ,"LI, I             ",0,10,5,2,0,0,0,0,0,0,0,0,0
CHINESE,134,1,CLASS CHINESE POET ,"VARSANO, P M      ",0,3,4,2,0,1,1,0,0,0,0,0,0
CHINESE,157,1,CONTEMP CHINESE LIT,"JONES, A F        ",0,4,11,4,3,3,1,0,0,0,1,0,0
CHINESE,165,1,HIST CHINESE LANG  ,"CHEN, Z           ",0,5,5,5,3,0,0,0,0,0,0,0,2
CHINESE,188,1,POP CUL 20C CHINA  ,"JONES, A F        ",0,6,11,13,5,3,0,0,0,0,0,0,0
CHM ENG,142,1,CHEM KIN REACT ENG ,"KATZ, A           ",2,7,5,10,15,27,5,1,2,0,0,0,2
CHM ENG, 150A,1,"TRANS: FLUIDS, HEAT","RADKE, C J        ",1,11,8,11,22,10,14,13,11,0,3,0,3
CHM ENG,154,1,CHEM ENG LABORATORY,"WANG, X           ",2,12,2,9,2,3,0,3,0,0,0,0,0
CHM ENG,157,1,TRANSPORT LAB      ,"SEGALMAN, R A     ",4,7,9,5,13,7,4,0,0,0,0,0,0
CHM ENG,160,1,CHEM PROCESS DESIGN,"UPADHYE, R S      ",5,20,10,6,5,2,0,0,0,0,0,0,0
CHM ENG,162,1,DYN CONTR CHEM PROC,"WALLMAN, P        ",1,12,5,4,6,9,9,0,2,0,0,0,0
CHM ENG, 170B,1,BIOCHEMICAL ENGIN  ,"CLARK, D S        ",2,3,3,4,3,2,0,0,0,0,0,0,0
CHM ENG,179,1,SOLID STATE DEVICES,"MABOUDIAN, R      ",1,4,0,0,4,3,0,2,0,0,1,0,0
CHM ENG,195,22,SPECIAL TOPICS     ,"RADKE, C J        ",3,5,0,0,0,2,1,1,0,0,0,0,0
CHM ENG,196,6,SPECIAL LAB STUDY  ,"RADKE, C J        ",3,5,0,0,0,1,1,1,0,0,0,0,0
CHM ENG,C170L,1,BIOCHEM ENG LAB    ,"EPPLER, R K       ",0,2,6,4,3,3,1,0,1,0,0,0,0
CIV ENG,11,1,ENG SYS & SUSTAIN  ,"HORVATH, A        ",5,16,4,0,10,2,1,1,0,0,0,0,0
CIV ENG,60,1,CIVIL ENGRG MATLS  ,"OSTERTAG, C P     ",3,12,5,9,14,9,4,4,3,0,0,0,2
CIV ENG,70,1,ENGINEERING GEOLOGY,"SITAR, N          ",1,10,22,21,5,7,3,1,0,0,1,0,0
CIV ENG,93,1,ENGRG DATA ANALYSIS,"DER KIUREGHIAN, A ",1,9,3,10,11,8,4,1,0,0,1,0,1
CIV ENG,100,1,ELEM FLUID MECHANIC,"SHIH, L H         ",1,11,6,7,12,5,1,3,3,0,0,0,1
CIV ENG,107,1,CLIMATE CHG MITIG  ,"NAZAROFF, W W     ",2,15,10,12,6,6,3,1,0,0,0,0,0
CIV ENG,111,1,ENVIRONMENTAL ENGIN,"KIRCHSTETTER, T W ",5,5,4,4,12,6,2,3,2,0,0,0,1
