CourseID,CNUM,SECTION,CDESC,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
CIV ENG,112,1,ENVIRON ENG DESIGN ,"HERMANOWICZ, S W  ",0,14,10,4,0,0,0,0,0,0,0,0,0
CIV ENG,120,1,STRUCTURAL ENGRG   ,"MOEHLE, J P       ",1,10,6,5,19,4,0,4,0,0,1,0,1
CIV ENG,121,1,ADV STRUCT ANALYSIS,"FILIPPOU, F       ",1,8,13,15,11,2,2,0,1,0,0,0,1
CIV ENG,122,1,DESIGN STEEL STRUCT,"STOJADINOVIC, B   ",2,8,5,6,3,1,0,0,0,0,0,0,0
CIV ENG,123,1,DES REINF CON STRUC,"MAHIN, S A        ",3,12,5,3,8,4,0,0,0,0,0,0,0
CIV ENG,130,1,MECHS OF MATS I    ,"LI, S             ",6,34,22,17,22,8,4,3,0,0,1,0,0
CIV ENG,130,2,MECHS OF MATS I    ,"MORGAN, T A       ",3,8,3,6,9,3,3,6,1,0,2,0,2
CIV ENG,140,1,FAIL MECHS CE MATLS,"OSTERTAG, C P     ",0,8,5,6,11,8,6,1,0,0,0,0,0
CIV ENG,155,1,TRANS SYS ENGRG    ,"DAGANZO, C F      ",4,5,2,22,9,10,1,0,3,0,0,0,0
CIV ENG,165,1,CONCRETE MAT/CONS  ,"MONTEIRO, P J     ",2,22,10,13,12,5,1,1,0,0,0,0,1
CIV ENG,167,1,ENG PROJECT MGMT   ,"TOMMELEIN, I D    ",4,7,8,12,14,7,8,4,1,0,0,0,1
CIV ENG,172,1,INTRO TO ROCK MECH ,"GLASER, S D       ",0,2,3,1,6,3,1,3,0,0,0,0,0
CIV ENG,175,1,GEOT GEOENV ENGRG  ,PESTANA-NASCIMENTO,2,29,15,6,0,0,0,0,0,0,0,0,0
CIV ENG,180,1,CEE SYSTEMS DESIGN ,"BEA, R G          ",12,8,7,0,0,0,0,0,0,0,0,0,0
CIV ENG,192,1,ART/SCI OF PRACTICE,"KANAFANI, A       ",0,47,23,14,0,0,0,0,0,0,0,0,0
CIV ENG,C116,1,ENV AQUEOUS GEOCHEM,"SPOSITO, G        ",1,15,3,2,5,0,1,3,0,1,0,0,1
CIV ENG,C133,1,ENG ANALYFINITE MTH,"ZOHDI, T I        ",0,1,2,1,6,1,0,0,0,0,1,0,0
CIV ENG,C154,1,INTRO URB REG TRANS,"FRICK, K T        ",0,8,6,10,2,1,0,0,0,0,0,0,1
CLASSIC, 010B,1,INTRO ROMAN CIV    ,"MURPHY, T M       ",11,36,20,14,13,4,1,5,3,0,2,1,1
CLASSIC, 017B,1,ELEM ROMAN ARCH    ,"ALLEN, M          ",3,13,4,2,5,5,1,0,1,0,3,0,0
CLASSIC,28,1,CLASSIC MYTHS      ,"SHELTON, K S      ",13,62,63,52,31,25,16,13,8,2,3,2,12
CLASSIC,36,1,GREEK PHILOSOPHY   ,"FERRARI, G R      ",5,26,21,18,4,4,2,0,0,0,0,0,0
CLASSIC,124,1,CLASSICAL POETICS  ,"FERRARI, G R      ",1,7,13,4,3,0,0,0,0,0,0,0,0
CLASSIC,161,1,GENDER ANC WORLD   ,"GRIFFITH, M       ",2,7,6,10,5,2,1,0,0,0,0,0,0
CLASSIC, 175D,1,TOP AND MON        ,"GREENEWALT, C H   ",0,7,15,2,3,0,0,1,0,0,0,0,0
COG SCI,C001,1,INTRO TO COG SCI   ,"HUDIN, J I        ",1,25,33,16,4,1,0,0,0,0,0,0,4
COG SCI,C101,1,MIND AND LANGUAGE  ,"SWEETSER, E E     ",0,5,7,5,11,8,2,5,0,0,1,0,3
COG SCI,C104,1,"MIND,LANG,POLITICS ","LAKOFF, G P       ",1,7,3,0,3,0,0,0,0,0,1,0,0
COG SCI,C131,1,COMP MODELS OF COG ,"CARMENA, J M      ",6,11,4,5,4,1,1,0,1,0,0,0,3
COLWRIT, 010A,1,PUBLIC SPEAKING    ,"HILL, C           ",0,8,7,2,0,0,0,0,0,0,0,0,0
COLWRIT, 010A,2,PUBLIC SPEAKING    ,"LEVINE, J         ",0,9,5,1,0,0,0,0,0,0,0,0,0
COLWRIT,151,1,INTRO TO PROF WTNG ,"COLE, C           ",0,10,0,1,1,0,0,1,0,0,0,0,0
COLWRIT,R001A,5,COLLEGE WRITING 1A ,"KIRN, H N         ",0,1,0,2,0,6,1,1,0,0,1,0,1
COLWRIT,R001A,9,COLLEGE WRITING 1A ,"SKOLNICK, D N     ",0,1,1,2,3,4,0,0,0,0,0,0,0
COLWRIT,R001A,10,COLLEGE WRITING 1A ,"LANG, J C         ",0,4,0,2,3,0,1,0,1,0,0,0,0
COLWRIT,R001A,15,COLLEGE WRITING 1A ,"CHIANG, Y D       ",0,1,2,2,4,0,0,0,1,0,0,0,1
COLWRIT,R001A,17,COLLEGE WRITING 1A ,"WALD, M           ",0,1,0,1,2,1,1,2,0,1,1,0,1
COLWRIT,R001A,20,COLLEGE WRITING 1A ,"LEVINE, J         ",0,3,0,1,5,0,3,0,0,0,0,0,1
COLWRIT,R001A,21,COLLEGE WRITING 1A ,"HILL, C           ",0,0,4,3,1,1,1,0,1,0,0,1,0
COLWRIT,R001A,22,COLLEGE WRITING 1A ,"HAMMONS, P J      ",0,4,1,3,0,0,3,0,0,1,0,0,0
COLWRIT,R001A,23,COLLEGE WRITING 1A ,"ERICKSON, M B     ",0,0,2,1,4,1,3,0,0,0,0,0,0
COLWRIT,R001A,24,COLLEGE WRITING 1A ,"GATES, C          ",0,0,4,3,2,1,0,0,0,0,1,0,0
COLWRIT,R004B,1,"READ,COMP,RESEARCH ","BOBO, S           ",1,3,2,4,3,0,0,0,0,0,0,0,1
COLWRIT,R004B,2,"READ,COMP,RESEARCH ","OAKES, C J        ",0,1,6,5,2,2,1,0,0,0,0,0,0
COLWRIT,R004B,4,"READ,COMP,RESEARCH ","BOBO, S           ",0,0,1,6,6,2,0,0,0,0,0,0,1
COLWRIT,R004B,5,"READ,COMP,RESEARCH ","HAMMONS, P J      ",0,6,1,3,0,0,3,1,1,0,0,0,0
COLWRIT,R004B,6,"READ,COMP,RESEARCH ","OFFEN-BROWN, G    ",0,2,5,4,3,1,0,0,0,0,0,0,0
COLWRIT,R004B,7,"READ,COMP,RESEARCH ","LANG, J C         ",0,3,2,2,4,1,3,0,0,0,0,0,0
COLWRIT,R004B,8,"READ,COMP,RESEARCH ","STEENLAND, P      ",0,4,1,2,2,3,2,1,0,0,1,0,0
COLWRIT,R004B,9,"READ,COMP,RESEARCH ","LARKIN, M E       ",0,3,1,2,4,5,1,0,0,0,0,0,0
COLWRIT,R004B,10,"READ,COMP,RESEARCH ","STEENLAND, P      ",0,6,2,3,1,1,1,1,1,0,1,0,0
COLWRIT,R004B,12,"READ,COMP,RESEARCH ","LARKIN, M E       ",0,4,4,3,2,1,1,0,0,0,0,0,0
COLWRIT,R004B,14,"READ,COMP,RESEARCH ","BAPTISTE, M C     ",0,5,6,2,1,0,0,0,0,0,0,0,0
COLWRIT,R004B,15,"READ,COMP,RESEARCH ","FLASH, D M        ",0,0,1,6,3,2,0,0,0,0,0,0,1
COM LIT, 041A,1,FORMS OF THE EPIC  ,"TRAMEL, S M       ",2,9,3,2,2,0,1,0,0,0,0,0,0
COM LIT, 041E,1,FORMS OF THE CINEMA,"HAACKE, P         ",0,5,4,3,1,0,1,0,0,0,0,0,0
COM LIT,50,1,CREATIVE WRITING   ,"SMITH, L          ",0,11,2,1,0,0,0,0,0,0,0,0,0
COM LIT, 060AC,1,LIT AMER CULTURES  ,"ALLAN, M B        ",1,10,6,2,1,1,1,0,1,1,0,0,0
COM LIT, 060AC,2,LIT AMER CULTURES  ,"RAMOS, L          ",0,6,10,7,0,0,0,0,0,0,0,0,0
COM LIT,100,1,INTRO TO COMP LIT  ,"MCCARTHY, K       ",0,6,8,1,3,1,0,0,0,0,0,0,0
COM LIT,100,2,INTRO TO COMP LIT  ,"GARCIA-MORENO, L  ",0,4,3,4,0,0,0,0,0,0,0,0,1
COM LIT,155,1,THE MODERN PERIOD  ,"KAUFMAN, R G      ",0,4,2,9,0,0,1,0,0,0,0,0,0
COM LIT,155,2,THE MODERN PERIOD  ,"LUCEY, M          ",1,3,11,2,1,0,0,0,0,0,0,0,0
COM LIT,190,1,SENIOR SEMINAR     ,"MASIELLO, F R     ",0,9,3,1,0,0,0,0,0,0,0,0,0
COM LIT,R001A,1,ENGL COMP WORLD LIT,"SAYAR, Y S        ",0,8,6,6,0,0,1,1,0,0,0,0,0
COM LIT,R001A,2,ENGL COMP WORLD LIT,"MILKOVA, S V      ",0,5,4,6,1,1,0,0,0,0,0,0,0
COM LIT,R001A,3,ENGL COMP WORLD LIT,"RAMEY, J T        ",1,3,6,3,0,0,0,0,0,0,0,0,0
COM LIT,R001A,4,ENGL COMP WORLD LIT,"LORENZ, S R       ",0,4,4,4,3,2,0,0,0,0,0,0,1
COM LIT,R001B,1,ENGL COMP WORLD LIT,"RUBMAN, L H       ",0,8,3,2,2,1,1,0,0,0,0,0,0
COM LIT,R001B,2,ENGL COMP WORLD LIT,"SPIRA, K A        ",0,2,9,12,5,0,0,0,0,0,0,0,0
COM LIT,R001B,3,ENGL COMP WORLD LIT,"CUDAHY, M A       ",0,4,6,3,2,2,1,0,0,0,0,0,0
COM LIT,R001B,4,ENGL COMP WORLD LIT,"POPKIN, S         ",0,7,7,2,0,0,0,0,0,0,0,0,0
COM LIT,R001B,5,ENGL COMP WORLD LIT,"RAMEY, J T        ",2,17,4,2,0,0,0,0,0,0,0,0,0
COM LIT,R001B,7,ENGL COMP WORLD LIT,"CUDAHY, M A       ",0,3,6,2,5,0,1,0,0,0,0,0,0
COM LIT,R001B,8,ENGL COMP WORLD LIT,"WARNER, T         ",0,11,3,4,4,5,2,1,1,0,0,0,1
COM LIT,R001B,9,ENGL COMP WORLD LIT,"SIMON, D C        ",0,6,11,3,2,1,0,0,0,0,0,0,0
COM LIT,R001B,11,ENGL COMP WORLD LIT,"CRUZ, J H         ",0,5,27,3,1,0,0,0,0,0,0,0,0
COM LIT,R001B,12,ENGL COMP WORLD LIT,"SINGLETON, T D    ",2,11,2,1,0,0,0,0,0,0,0,0,0
COM LIT,R001B,13,ENGL COMP WORLD LIT,"PALAU, K R        ",0,11,3,6,5,4,1,0,1,0,0,0,0
COM LIT,R001B,14,ENGL COMP WORLD LIT,"SCHWARTZ, S       ",0,5,6,5,2,1,0,0,0,0,0,0,0
COM LIT,R001B,15,ENGL COMP WORLD LIT,"MILKOVA, S V      ",0,4,13,8,5,2,1,0,0,0,0,0,0
COM LIT,R001B,16,ENGL COMP WORLD LIT,"HERBOLD, S        ",1,0,4,3,2,1,2,0,0,0,0,0,0
COM LIT,R001B,17,ENGL COMP WORLD LIT,"NIELSEN, K        ",0,3,4,4,2,1,1,0,0,0,0,0,0
COMPSCI, 003L,1,INTRO SYMBOLIC PROG,"TITTERTON, N A    ",3,38,14,9,6,2,1,2,0,0,0,0,1
COMPSCI, 003S,1,INTRO SYMBOLIC PROG,"GARCIA, D D       ",1,18,2,1,6,0,0,5,0,0,0,0,6
COMPSCI, 047B,1,SUPL DATA STRUCTURE,"GARCIA, D D       ",0,4,4,0,1,0,1,5,0,0,1,0,1
COMPSCI, 061A,1,STR INTERP CMP PRGS,"HARVEY, B         ",30,18,15,24,19,19,17,13,10,2,8,2,15
COMPSCI, 061BL,1,DATA STRS PROG METH,"CLANCY, M J       ",3,34,30,25,15,17,9,6,4,0,4,0,6
COMPSCI, 061C,1,MACHINE STRUCTURES ,"GARCIA, D D       ",10,26,18,37,6,30,10,15,7,0,19,0,16
COMPSCI,70,1,DISCRETE MATH&PROB ,"WAGNER, D         ",3,54,24,13,10,8,3,6,3,0,0,0,1
COMPSCI,150,1,DIGITAL DESIGN     ,"PISTER, K S       ",3,13,9,1,5,3,0,3,0,0,1,0,1
COMPSCI,152,1,COMP ARCH & ENG    ,"ASANOVIC, K       ",1,6,0,5,3,0,0,4,1,1,0,0,1
COMPSCI,160,1,USER INTERFACES    ,"AGRAWALA, M       ",0,19,9,13,9,5,4,4,0,0,1,0,0
COMPSCI,161,1,COMPUTER SECURITY  ,"SONG, D X         ",6,15,6,10,27,6,5,11,4,0,2,0,1
COMPSCI,162,1,OP SYS AND SYS PROG,"JOSEPH, A D       ",1,15,11,16,32,9,3,6,7,0,2,0,1
COMPSCI,164,1,PROG LANG AND COMP ,"HILFINGER, P N    ",4,3,4,4,4,8,2,2,2,3,0,1,2
COMPSCI,169,1,SOFTWARE ENGINEER  ,"NECULA, G         ",3,8,5,9,14,5,0,3,3,0,1,0,0
COMPSCI,170,1,INTRO CS THEORY    ,"RAO, S B          ",4,17,8,16,3,5,5,10,5,0,2,0,1
COMPSCI,172,1,COMP AND COMPLEXITY,"SESHIA, S A       ",1,4,5,2,5,2,1,1,0,0,1,0,1
COMPSCI,174,1,COMB AND DISC PROB ,"CANNY, J F        ",0,3,3,1,2,0,2,0,0,0,0,0,0
COMPSCI,184,1,COMPUTER GRAPHICS  ,"O'BRIEN, J        ",5,9,1,8,11,6,1,1,0,0,2,0,1
COMPSCI,186,1,INTRO TO DATABASE  ,"TAVAKOLI, A       ",4,13,2,7,27,3,3,10,2,0,4,0,0
COMPSCI,188,1,ARTIF INTELLIGENCE ,"MALIK, J          ",4,11,11,7,9,7,6,3,1,0,4,0,4
COMPSCI,194,5,SPECIAL TOPICS     ,"CULLER, D E       ",0,7,2,2,0,0,0,0,1,0,0,0,0
COMPSCI,C182,1,NEURAL COGNITION   ,"FELDMAN, J A      ",1,3,1,4,0,1,3,1,3,0,0,0,1
CY PLAN,110,1,INTRO TO CITY PLNG ,"CHRISTENSEN, K S  ",12,30,32,7,13,4,0,2,0,0,0,0,1
CY PLAN,111,1,INTRO TO HOUSING   ,"ALSAYYAD, N       ",0,18,14,17,11,1,1,2,1,0,0,0,1
CY PLAN, 112A,1,IDEA OF PLANNING   ,"COHEN, S S        ",0,20,49,14,5,0,0,0,0,0,0,0,0
CY PLAN,116,1,URBAN PLNG PROCESS ,"ROOD, T           ",0,9,4,3,4,0,0,0,0,0,0,0,0
CY PLAN, 118AC,1,THE URBAN COMM     ,"BLAUSTEIN, A I    ",0,5,13,9,3,1,0,1,0,0,0,0,0
CY PLAN,C114,1,INTRO URB REG TRANS,"FRICK, K T        ",0,8,13,15,6,5,1,1,1,0,0,0,0
DEMOG, 145AC,1,AMER IMMIGRANT EXP ,"MASON, C N        ",0,5,3,8,9,2,1,0,0,0,0,0,0
DEMOG,C175,1,ECON DEMOGRAPHY    ,"LEE, R D          ",3,10,18,12,19,2,3,1,0,0,0,0,0
DEV STD,C100,1,HIS DEV/UNDERDEV   ,"HART, G P         ",0,17,23,19,24,11,5,4,2,0,1,0,5
DUTCH,1,1,ELEM DUTCH         ,"HOLLANDER LAKE, I ",4,2,1,2,0,2,0,0,0,0,0,0,0
EA LANG,105,1,ROMANTIC VALUES    ,"WALLACE, J        ",2,29,10,6,2,0,0,0,0,0,0,0,0
EA LANG,C050,1,INTRO TO BUDDHISM  ,"KELLNER, B        ",0,4,3,6,5,2,0,1,0,0,0,0,0
ECON,1,1,INTRO TO ECONOMICS ,"OLNEY, M L        ",6,74,78,70,83,99,85,65,42,0,7,0,13
ECON,2,1,INTRO ECON-LECTURE ,"ROMER, C D        ",8,40,33,32,35,38,28,20,18,0,9,0,13
ECON, 100A,1,MICRO ANALYSIS     ,"WOROCH, G A       ",5,77,29,28,82,27,14,62,19,2,2,0,3
ECON, 100B,1,MACRO ANALYSIS     ,"WOOD, S A         ",1,26,77,68,44,39,48,29,16,0,3,0,5
ECON, 101A,1,ECON THEORY--MICRO ,"DELLAVIGNA, S     ",5,19,8,9,5,5,7,6,3,0,0,0,0
ECON, 101B,1,ECON THEORY--MACRO ,"DELONG, J B       ",2,24,16,10,1,0,0,0,0,0,0,0,0
ECON,105,1,HIST ECON THOUGHT  ,"PEARSON, H D      ",2,8,6,11,8,4,0,2,0,0,0,0,1
ECON,115,1,20TH CEN WORLD ECON,"EICHENGREEN, B J  ",0,25,23,19,14,15,9,9,7,0,1,0,0
ECON,119,1,PSYCH AND ECON     ,"KOSZEGI, B        ",6,23,19,21,22,15,9,8,7,0,3,0,1
ECON,121,1,IND ORG & PUB POL  ,"EDLIN, A S        ",2,5,25,19,8,6,3,1,1,0,2,0,1
ECON,123,1,GOVT REG INDUSTRY  ,"FARRELL, J        ",0,3,0,0,3,2,1,1,2,0,0,0,0
ECON,131,1,PUBLIC ECONOMICS   ,"LOONEY, W A       ",0,6,6,8,6,3,4,3,1,1,0,0,1
ECON,138,1,FINAN & BEHAV ECON ,"MALMENDIER, U     ",2,7,3,3,2,2,3,2,3,0,1,0,0
ECON,140,1,ECONOMETRICS       ,"DUNCAN, G M       ",3,15,20,45,93,19,18,0,4,0,0,0,0
ECON,151,1,LABOR ECONOMICS    ,"REICH, M          ",2,10,9,10,14,2,5,4,1,0,0,0,1
ECON,154,1,ECON OF DISCRIM    ,"OLNEY, M L        ",1,6,6,0,0,1,0,0,0,0,0,0,0
ECON,162,1,CHINESE ECONOMY    ,"ROLAND-HOLST, D   ",1,17,22,19,41,11,15,16,3,0,1,0,1
ECON,173,1,ECON DEV SEM       ,"BARDHAN, P K      ",0,2,4,3,3,0,0,0,0,0,0,0,0
ECON,182,1,INTL MONET ECON    ,"KASA, K A         ",2,15,9,17,18,9,9,8,1,0,0,0,0
ECON,190,1,ECON TOPICS SEMINAR,"ARNON, A          ",1,8,3,3,2,1,0,0,0,0,0,0,0
ECON,C003,1,INTRO TO ENV ECON  ,"GILLESS, J K      ",3,5,5,3,12,6,3,2,2,1,0,1,0
ECON,C103,1,INTRO MATH ECONOMIC,"SRAER, D          ",2,6,2,4,2,3,1,0,1,0,0,0,0
ECON,C125,1,ENVIRONMENTAL ECON ,"ZILBERMAN, D      ",0,34,9,15,4,1,3,3,1,0,1,0,0
ECON,C175,1,ECON DEMOGRAPHY    ,"LEE, R D          ",5,13,56,62,30,14,6,2,1,0,0,0,0
ECON,C181,1,INTERNATIONAL TRADE,"ROLAND-HOLST, D   ",0,17,7,7,10,9,0,11,1,0,0,0,1
EDUC,52,1,LANG IN SOCIETY    ,"MIRABELLI, A A    ",0,8,7,1,2,1,0,3,3,0,0,0,0
EDUC,112,1,REFORMS/ELEM EDUC  ,"GEARHART, M       ",2,8,5,4,1,1,1,0,1,0,0,0,0
EDUC, 114A,1,EARLY DEVELOP/EDUC ,"HOLLOWAY, S       ",10,15,4,4,4,0,0,0,0,0,0,0,0
EDUC, 140AC,1,LITER:IND & SOC DEV,"HULL, G A         ",3,36,18,7,8,1,1,1,0,0,0,0,0
EDUC,143,1,INTRO TEACH ENGLISH,"STERLING, R       ",2,17,3,1,0,0,0,0,0,0,0,0,0
EDUC, 162A,1,TEACHERS' WORK     ,"MAYER, D E        ",0,7,9,4,0,1,0,1,0,0,0,0,0
EDUC,185,1,GENDER & EDUCATION ,"MURPHY-GRAHAM, E  ",4,12,32,5,0,2,0,1,0,0,0,0,0
EDUC,190,1,CURRENT ISSUES     ,"HURST, J G        ",3,29,4,3,0,0,0,0,0,0,0,0,0
EDUC,190,2,CURRENT ISSUES     ,"HURST, J G        ",1,32,3,0,0,1,0,0,0,0,0,0,0
EDUC,190,3,CURRENT ISSUES     ,"HURST, J G        ",0,36,1,0,1,0,0,0,0,0,0,0,0
EDUC,190,4,CURRENT ISSUES     ,"HURST, J G        ",10,22,0,0,0,0,0,0,0,0,0,0,0
EDUC, 190B,1,UNRAVELING EDUC    ,"HURST, J G        ",11,18,0,0,0,0,0,0,0,0,0,0,0
EDUC, 195B,1,SPECIAL TOPICS     ,"MCCALLUM, R D     ",0,10,2,1,0,0,0,0,0,0,0,0,0
EDUC,C001,1,INTRO TO COG SCI   ,"HUDIN, J I        ",0,3,6,7,1,0,0,0,0,0,0,0,1
EDUC,C193B,1,ENVIRONMENTAL ED   ,"HURST, J G        ",3,21,1,0,0,0,0,0,0,0,0,0,0
EL ENG, 020N,1,SYS AND SIGNALS    ,"AYAZIFAR, B       ",6,21,13,5,33,6,4,3,3,0,7,0,5
EL ENG,40,1,INT MICRO CIRCUITS ,"ANANTHARAM, V     ",4,13,10,14,38,28,8,14,2,0,10,0,4
EL ENG,42,1,INTRO DIGIT ELEC   ,"BOSER, B E        ",0,3,6,7,3,6,6,3,3,1,0,0,1
EL ENG,100,1,ELEC TECH FOR ENG  ,"BOSER, B E        ",3,18,29,25,23,13,11,4,1,2,1,1,4
EL ENG,105,1,MICRO DEV & CIR    ,"WU, M A           ",3,16,6,12,8,8,7,3,3,0,1,0,1
EL ENG,117,1,EM FIELDS & WAVES  ,"GUSTAFSON, T K    ",1,4,0,2,2,0,1,4,0,0,0,0,0
EL ENG,120,1,SIGNALS AND SYSTEMS,"EL GHAOUI, L      ",13,33,7,6,20,7,4,8,1,0,4,0,1
EL ENG,121,1,INTRO DIG COM SYS  ,"TSE, D N          ",1,5,4,3,1,4,1,1,1,1,1,0,1
EL ENG,122,1,INTRO COMM NETWKS  ,"PAREKH, S P       ",3,3,4,16,4,4,0,0,0,0,0,0,3
EL ENG,123,1,DIGIT SIG PROCESS  ,"RAMCHANDRAN, K    ",2,6,3,6,5,4,2,2,2,0,0,3,0
EL ENG,124,1,INTRO EMBEDDED SYS ,"LEE, E A          ",2,6,2,2,4,1,1,1,0,0,0,0,0
EL ENG,126,1,PROB & RANDOM PROC ,"WALRAND, J C      ",0,2,9,10,11,2,0,0,1,0,0,0,4
EL ENG,129,1,NEU & NONI INF PROC,"CHUA, L O         ",6,21,0,0,0,0,0,0,0,0,0,0,0
EL ENG,130,1,IC DEVICES         ,"HU, C             ",3,5,6,6,3,5,4,6,3,0,1,0,0
EL ENG,140,1,LIN INTEG CIRC     ,"PISTER, K S       ",0,9,2,4,7,1,0,5,3,0,0,0,2
EL ENG,141,1,INTRO DIG INTE CIR ,"RABAEY, J M       ",3,12,4,8,9,10,3,4,0,0,0,0,2
EL ENG,143,1,MICROFAB TECH      ,"JAVEY, A          ",1,9,6,7,6,4,3,1,1,0,1,0,0
EL ENG,192,1,MECHTRON DESIGN LAB,"FEARING, R S      ",1,2,4,7,5,0,0,0,0,0,0,0,0
EL ENG,C145M,1,INTR MICRO INTERF L,"DERENZO, S E      ",0,5,4,2,1,2,0,0,1,0,0,0,0
"ENE,RES",102,1,GLOBAL ENV PROBS   ,"HARTE, J          ",2,17,17,7,17,4,0,0,1,0,0,0,0
"ENE,RES",C180,1,ECOL ECON HISTORY  ,"NORGAARD, R B     ",0,3,5,5,0,0,0,0,0,0,0,0,0
ENGIN,7,1,INTR COMPUTER PROG ,"BAYEN, A M        ",6,18,20,27,34,17,18,11,12,5,4,3,7
ENGIN,7,2,INTR COMPUTER PROG ,"PATZEK, T         ",9,13,19,16,30,21,16,14,7,6,10,3,13
ENGIN,10,1,ENGIN DESIGN & ANAL,"AGOGINO, A M      ",1,9,16,19,2,1,0,0,0,0,0,0,0
ENGIN,10,2,ENGIN DESIGN & ANAL,"PETERSON, P F     ",2,8,15,18,8,0,2,0,0,0,0,0,0
ENGIN,10,3,ENGIN DESIGN & ANAL,"SEED, R B         ",0,15,25,14,11,0,0,0,0,0,0,0,0
ENGIN,28,1,BASIC ENGR DES GRPH,"MCMAINS, S        ",1,6,2,6,12,7,5,2,3,0,0,0,0
ENGIN,36,1,ENGR MECH          ,"LI, S             ",9,29,23,17,8,3,4,3,1,2,0,0,1
ENGIN,45,1,PROP OF MATLS      ,"RAMESH, R         ",3,25,6,11,17,15,10,8,2,2,1,0,1
ENGIN,110,1,INTRO TO COMPUTERS ,"AZEVEDO, A        ",7,25,20,17,7,11,3,0,0,0,0,0,2
ENGIN,120,1,PRIN OF ENGR ECONOM,"ADLER, I          ",0,30,20,32,23,21,3,0,0,0,0,0,0
ENGIN,128,1,ADV ENGR DES GRAPH ,"LIEU, D K         ",1,12,18,14,10,2,1,0,0,0,1,0,0
ENGIN,140,1,TECH COMM NON-NAT  ,"JONES, S M        ",0,2,2,2,8,1,0,0,0,0,0,0,0
ENGIN,177,1,ADV PROGRMMNG MTLAB,"PACKARD, A K      ",0,17,4,4,4,1,0,0,0,0,0,0,1
ENGIN,190,1,TECH COMMUNICATION ,"PHILIPPI, T R     ",0,0,8,9,2,2,0,0,0,0,0,0,0
ENGIN,190,2,TECH COMMUNICATION ,"WELSH, J          ",0,4,10,7,0,0,0,0,0,0,0,0,0
ENGIN,190,3,TECH COMMUNICATION ,"WELSH, J          ",0,1,10,8,2,0,0,0,0,0,0,0,0
ENGIN,190,4,TECH COMMUNICATION ,"SENG, H W         ",0,4,1,2,6,4,2,0,1,0,0,0,0
ENGIN,190,5,TECH COMMUNICATION ,"SENG, H W         ",0,2,1,8,4,2,0,0,0,0,0,0,0
ENGIN,190,6,TECH COMMUNICATION ,"BIBBS, C S        ",2,6,5,5,0,1,0,0,0,0,0,0,1
ENGIN,190,7,TECH COMMUNICATION ,"BIBBS, C S        ",1,5,3,8,0,0,0,0,0,0,0,0,0
ENGIN,190,9,TECH COMMUNICATION ,"NEVADER, A S      ",3,10,9,2,0,0,0,0,0,0,0,0,1
ENGIN,190,10,TECH COMMUNICATION ,"KRISTEL, M P      ",0,21,3,3,0,0,0,0,0,0,0,0,0
ENGIN,190,11,TECH COMMUNICATION ,"KRISTEL, M P      ",0,22,0,4,0,0,0,0,0,0,0,0,0
ENGIN,195,1,"SCI, TECH & CULTURE","PHILIPPI, T R     ",0,2,3,3,1,2,0,0,0,0,0,0,0
ENGLISH,25,1,ENG AS A LANGUAGE  ,"HANSON, K         ",2,7,0,4,8,1,0,2,0,0,1,0,1
ENGLISH, 031AC,1,LIT AMER CULTURES  ,"GISCOMBE, C S     ",0,23,6,12,8,0,0,1,0,0,0,0,0
ENGLISH, 045A,1,LIT IN ENGLISH     ,"ADELMAN, J        ",0,5,16,22,27,12,2,2,1,0,0,0,1
ENGLISH, 045A,2,LIT IN ENGLISH     ,"JUSTICE, S        ",0,14,12,23,19,6,6,3,2,0,0,0,1
ENGLISH, 045B,1,LIT IN ENGLISH     ,"BLANTON, C D      ",0,12,22,22,9,11,6,2,2,0,0,0,4
ENGLISH, 045B,2,LIT IN ENGLISH     ,"BREITWIESER, M R  ",4,14,37,26,5,1,0,0,0,0,0,0,0
ENGLISH, 045C,1,LIT IN ENGLISH     ,"WONG, H D         ",2,20,20,27,10,3,1,2,0,0,0,0,0
ENGLISH, 045C,2,LIT IN ENGLISH     ,"LYE, C            ",0,9,22,18,10,12,7,3,1,1,0,1,2
ENGLISH, 080K,1,CHILDREN'S LIT     ,"WRIGHT, K E       ",0,14,19,22,14,2,1,0,0,0,0,0,1
ENGLISH,100,1,JUNIOR SEMINAR     ,"GONZALEZ, R M     ",0,3,3,1,2,2,0,0,0,0,0,0,0
ENGLISH,100,3,JUNIOR SEMINAR     ,"PUCKETT, K        ",0,10,5,2,0,0,0,0,0,0,0,0,0
ENGLISH,100,4,JUNIOR SEMINAR     ,"LIU, S M          ",0,13,4,3,1,0,1,0,0,0,1,0,0
ENGLISH,100,6,JUNIOR SEMINAR     ,"MCQUADE, D A      ",2,2,5,5,1,1,0,0,0,0,0,0,0
ENGLISH,100,9,JUNIOR SEMINAR     ,"STARR, G A        ",0,5,7,8,0,0,0,0,0,0,0,0,0
ENGLISH,100,10,JUNIOR SEMINAR     ,"SHOPTAW, J        ",1,3,5,8,1,0,0,0,0,0,0,0,0
ENGLISH,100,12,JUNIOR SEMINAR     ,"SNYDER, K V       ",0,2,4,8,5,3,0,1,0,0,0,0,0
ENGLISH,100,14,JUNIOR SEMINAR     ,"GOLDSMITH, S      ",0,2,6,4,5,4,1,0,0,0,0,0,2
